student_id,major_subject,parental_education_level,internet_access_quality,part_time_job,study_group_participation,study_hours_per_week,attendance_rate_pct,previous_gpa,sleep_hours_per_night,extracurricular_activities_count,stress_level_score,tutoring_hours_per_week,distance_from_home_km,part_time_job_hours_per_week,final_exam_score
220,Engineering,Doctorate,Good,Yes,Yes,10.7,61.8,3.336893116528298,7.0,1,6.0,2.2,6.8,7.178920859440607,91.4
221,Engineering,Master's,Poor,No,Yes,6.4,82.6,3.555575825995091,7.0,2,5.0,1.8,4.6,,94.5
222,Business,Bachelor's,Good,No,No,7.5,75.7,3.0345676855481116,7.8,3,8.0,1.8,11.4,,78.7
223,Business,High School,Average,Yes,Yes,3.4,77.0,2.840799857458529,3.0,1,7.0,0.3,13.9,26.745402239932723,77.2
224,Sciences,High School,Good,Yes,Yes,3.3,94.8,3.5133591812536924,4.9,1,3.0,3.0,1.1,17.13202812330254,91.2
225,Humanities,High School,Good,No,No,4.4,66.5,1.4636367337733611,4.5,2,6.0,0.8,5.5,,62.6
226,Engineering,Bachelor's,Good,No,No,7.0,69.4,2.623186020805885,7.0,1,2.0,1.2,17.0,,84.5
227,Humanities,High School,Good,Yes,Yes,9.6,88.1,3.8548309209404725,6.9,1,1.0,2.2,8.6,3.768989955004752,64.8
228,Humanities,Bachelor's,Good,No,No,4.0,84.3,2.6330883477302205,6.1,4,2.0,0.7,7.0,,68.6
229,Humanities,Bachelor's,Excellent,Yes,Yes,6.6,88.9,2.5889145293008307,6.7,1,5.0,3.7,4.1,10.608645082223822,83.5
230,Sciences,Bachelor's,Average,No,Yes,3.2,60.0,3.193570788263246,8.4,0,2.0,2.4,7.4,,86.7
231,Business,High School,Average,No,Yes,5.1,87.6,3.11247546698522,9.5,0,3.0,1.3,3.7,,79.9
232,Engineering,Bachelor's,Average,No,No,14.1,88.5,3.531222744698396,8.0,0,6.0,4.6,2.0,,98.5
233,Engineering,High School,Good,Yes,No,6.5,54.8,2.905191740421071,7.4,2,2.0,0.8,2.7,18.50818623844355,71.1
234,Sciences,High School,Average,Yes,No,13.7,68.3,1.867673484106,7.3,1,5.0,3.0,6.7,11.794729322552577,74.9
235,Humanities,Bachelor's,Good,No,No,3.3,88.1,3.0528690827931713,6.5,2,7.0,1.8,6.6,,80.0
236,Engineering,Bachelor's,Average,Yes,No,10.6,74.0,2.959674761104677,5.7,1,1.0,2.8,6.3,14.29825805588616,94.0
237,Business,High School,Good,Yes,No,2.9,89.1,3.4291666136095653,6.4,0,5.0,4.2,19.0,10.699764761311437,95.8
238,Engineering,Bachelor's,Poor,No,Yes,11.9,88.6,3.692938627638845,7.1,1,7.0,2.3,7.7,,100.0
239,Sciences,High School,Average,No,No,9.7,81.7,2.789369978607608,6.8,0,7.0,2.4,39.0,,100.0
240,Engineering,High School,Average,Yes,No,6.3,90.5,2.742207073639927,6.0,1,9.0,0.1,5.5,17.20113781206338,76.4
241,Humanities,Bachelor's,Poor,Yes,Yes,17.0,79.8,2.616684352390492,6.3,0,7.0,5.1,5.7,16.457889154603603,85.6
242,Business,Bachelor's,Poor,No,Yes,1.4,88.6,3.220554824220282,6.4,2,4.0,0.4,2.2,,92.5
243,Sciences,Master's,Excellent,No,Yes,4.2,59.1,2.4504561572979213,7.3,0,7.0,0.3,10.2,,79.3
244,Humanities,Bachelor's,Average,No,Yes,7.5,75.8,3.245854553609726,5.9,1,3.0,0.9,10.6,,93.2
245,Business,Bachelor's,Good,No,Yes,1.7,92.3,2.5480323920500814,5.8,2,5.0,1.6,9.3,,86.0
246,Business,Bachelor's,Poor,Yes,No,2.8,74.6,2.528170653652544,6.4,0,5.0,0.0,3.0,19.241061571415493,79.0
247,Engineering,Bachelor's,Poor,Yes,No,3.5,100.0,2.717909759220044,7.1,3,5.0,0.0,14.9,7.702038332084895,71.2
248,Humanities,Bachelor's,Poor,No,Yes,10.9,98.7,2.246569734455449,5.0,5,6.0,1.3,15.5,,84.4
249,Humanities,Doctorate,Good,No,No,9.0,52.3,2.8983707773597023,6.5,0,9.0,0.1,2.2,,76.6
250,Humanities,High School,Average,No,Yes,23.9,87.5,3.2629936858819906,7.9,3,9.0,6.8,40.8,,100.0
251,Sciences,High School,Average,No,No,7.2,52.6,2.7843101986894623,6.1,0,5.0,1.8,7.2,,76.3
252,Business,Master's,Average,No,No,4.6,65.7,2.167954415417488,6.7,1,6.0,0.8,11.3,,73.1
253,Sciences,High School,Good,No,Yes,8.7,71.4,3.1638504814501096,6.8,4,6.0,4.9,4.9,,96.1
254,Sciences,High School,Poor,No,No,23.9,100.0,1.8711239632154537,5.0,1,8.0,5.2,3.5,,72.8
255,Engineering,Bachelor's,Excellent,No,Yes,7.9,100.0,2.4474678097911373,7.1,2,5.0,1.9,9.2,,87.5
256,Sciences,Master's,Average,No,No,4.6,92.2,1.909641076214474,4.4,3,7.0,3.0,2.1,,81.8
257,Business,High School,Poor,No,Yes,16.6,77.1,2.0186742446008124,6.7,0,5.0,4.0,14.2,,81.8
258,Business,Master's,Good,No,No,7.3,96.9,3.760300292126707,8.0,2,6.0,2.4,2.5,,100.0
259,Engineering,High School,Excellent,Yes,No,7.7,53.7,3.054725286714259,6.5,1,5.0,2.7,31.2,12.995932014986849,96.3
260,Sciences,Bachelor's,Good,No,No,1.1,83.1,2.264828398627797,8.0,1,6.0,2.0,2.7,,74.5
261,Sciences,Bachelor's,Average,No,No,12.9,95.2,2.7234888957591634,6.3,0,5.0,0.0,1.1,,90.5
262,Sciences,High School,Average,No,Yes,6.3,100.0,3.0637864599340823,8.1,1,9.0,0.0,10.2,,83.4
263,Humanities,High School,Good,No,No,11.7,65.1,3.1510043629061673,5.8,3,7.0,4.7,4.3,,83.4
264,Humanities,Master's,Good,Yes,Yes,24.0,97.1,2.4171197654198657,8.6,4,5.0,5.1,2.7,22.65829190111259,100.0
265,Humanities,Master's,Poor,Yes,No,23.6,87.9,2.8737968146362727,4.8,2,5.0,2.9,4.5,24.059054843302732,86.1
266,Engineering,Doctorate,Poor,No,No,1.4,73.4,2.8124882480637314,5.8,0,8.0,0.8,6.3,,80.2
267,Sciences,Master's,Average,Yes,No,12.3,83.5,3.2624396255202996,7.0,2,8.0,5.4,11.0,17.949006358431735,100.0
268,Sciences,Master's,Good,No,No,18.4,81.8,4.0,6.8,0,7.0,4.5,5.5,,100.0
269,Engineering,Bachelor's,Good,No,No,2.0,64.6,2.2212153296053425,8.8,1,8.0,0.0,4.4,,57.2
270,Humanities,High School,Poor,Yes,No,16.1,71.1,3.3457667894348893,6.8,2,2.0,5.8,22.4,20.215569749842814,96.2
271,Sciences,Bachelor's,Good,Yes,No,6.4,72.2,2.815833432249781,5.6,2,4.0,1.4,7.4,21.30819958370111,75.9
272,Humanities,Doctorate,Poor,Yes,No,2.1,89.2,3.163838117051468,8.0,2,6.0,1.5,25.5,14.352381011625637,86.2
273,Business,High School,Average,Yes,Yes,10.5,99.6,2.9026175553903624,6.0,1,5.0,2.6,6.5,14.780629153739884,85.2
274,Sciences,Bachelor's,Good,No,No,6.1,59.5,2.4133566092624372,6.6,0,4.0,2.8,11.1,,77.2
275,Engineering,Bachelor's,Average,Yes,Yes,5.4,99.1,3.3829722562417084,5.3,0,6.0,1.7,3.8,11.702565240985555,90.6
276,Engineering,Bachelor's,Average,Yes,No,5.8,87.4,2.2237843066559595,5.0,1,6.0,1.3,3.0,18.189123803070053,70.9
277,Humanities,High School,Average,No,No,3.4,57.1,3.02650940586456,8.5,1,7.0,0.0,9.9,,71.4
278,Business,Bachelor's,Good,No,No,7.6,76.1,3.2914732816204166,7.0,0,10.0,1.2,5.2,,77.3
279,Engineering,Bachelor's,Average,No,Yes,9.9,97.0,2.2006122319523467,8.0,1,5.0,0.2,12.1,,85.3
280,Sciences,Master's,Poor,No,No,16.6,66.8,3.701924307095743,6.0,0,9.0,2.1,11.6,,100.0
281,Engineering,High School,Average,No,No,4.2,76.4,2.0451809783647854,5.3,1,5.0,0.0,8.4,,70.5
282,Engineering,Doctorate,Poor,No,No,3.4,77.5,2.6998697397410973,5.4,0,9.0,0.0,4.3,,79.8
283,Business,Bachelor's,Poor,No,No,10.8,88.8,2.938665246872901,7.9,6,7.0,3.2,6.3,,90.2
284,Engineering,Doctorate,Good,No,Yes,6.0,85.3,1.7192301808230155,6.9,0,5.0,0.7,1.7,,76.0
285,Humanities,Master's,Excellent,Yes,No,8.7,58.0,3.352178839006813,7.3,3,5.0,0.8,2.9,10.684027222563504,83.4
286,Sciences,Master's,Average,No,Yes,12.7,81.6,2.8887718358295764,7.1,0,5.0,4.8,8.2,,86.1
287,Sciences,Doctorate,Good,No,No,14.5,74.3,3.148307016443683,6.3,0,5.0,3.2,4.3,,88.1
288,Engineering,High School,Average,Yes,Yes,5.9,67.6,2.5649169390794624,6.5,0,4.0,0.0,6.6,13.752827269003362,85.9
289,Humanities,High School,Average,Yes,No,4.4,68.5,2.82303077148349,8.1,0,5.0,0.0,13.6,10.327607457687245,85.1
290,Engineering,Master's,Good,No,No,7.2,100.0,3.5994140985237095,7.6,0,8.0,1.7,18.2,,94.9
291,Business,High School,Average,Yes,No,7.8,87.9,3.76301896771987,4.8,0,6.0,2.9,8.5,8.41033726864522,83.7
292,Business,High School,Average,No,No,7.8,68.0,2.8438267553329255,7.5,2,6.0,2.2,1.3,,89.4
293,Engineering,Bachelor's,Good,Yes,No,11.2,100.0,2.8697267941896283,5.8,4,5.0,2.0,17.7,20.26212811809353,82.3
294,Business,Doctorate,Average,Yes,No,16.3,68.3,2.069066450452103,9.3,1,9.0,5.6,10.8,19.203973635390227,73.7
295,Sciences,Bachelor's,Average,No,No,7.6,81.8,2.382814925522008,7.3,0,6.0,1.8,2.5,,75.2
296,Humanities,Master's,Average,No,Yes,7.7,94.6,2.8920071025037033,7.2,2,2.0,1.6,8.7,,99.0
297,Business,Bachelor's,Good,No,No,13.8,67.7,,6.5,0,8.0,4.3,4.2,,85.5
298,Business,Bachelor's,Average,Yes,No,6.7,99.0,2.554271849337461,5.5,2,5.0,2.3,5.1,10.514889450183382,82.2
299,Business,High School,Good,Yes,No,4.5,88.2,3.050537681037702,7.1,2,4.0,0.7,6.3,19.550793735928334,84.5
300,Sciences,Doctorate,Average,Yes,No,0.8,88.7,3.4765412955396844,5.7,0,3.0,0.0,7.7,10.204145271617612,95.2
301,Business,High School,Average,No,No,5.0,67.0,3.5957398763363324,7.2,2,5.0,0.4,10.2,,85.4
302,Sciences,Master's,Excellent,No,Yes,5.1,85.3,2.427157880909042,4.9,3,6.0,2.3,14.5,,84.9
303,Engineering,Doctorate,Excellent,No,No,2.0,59.9,3.0190833431085133,5.8,0,1.0,0.0,15.7,,90.2
304,Business,Master's,Good,No,No,6.8,91.7,2.779788645952331,6.5,1,6.0,1.1,8.0,,86.6
305,Humanities,Bachelor's,Poor,Yes,No,8.9,84.9,2.748761425627996,7.1,0,8.0,0.1,6.9,14.72892742006089,69.1
306,Business,High School,Average,No,Yes,16.1,69.7,3.796766633438848,6.0,3,8.0,2.7,3.3,,92.9
307,Engineering,Bachelor's,Average,Yes,Yes,10.7,89.5,3.4441372176978073,6.3,0,2.0,3.4,18.1,13.148933989116005,100.0
308,Business,Bachelor's,Good,Yes,No,4.4,72.7,2.150329278670699,5.3,0,3.0,1.2,3.8,8.221322181979058,66.3
309,Engineering,High School,Average,No,Yes,8.3,78.0,2.484084164805811,7.2,3,3.0,1.8,15.6,,91.9
310,Engineering,High School,Average,Yes,No,10.0,77.1,2.015859588057192,6.4,2,9.0,1.1,8.2,18.457026605421287,74.6
311,Business,Bachelor's,Average,Yes,No,11.6,74.2,2.993886292529692,5.9,0,6.0,3.6,5.1,12.86945912092947,83.2
312,Engineering,High School,Average,No,No,9.2,73.4,2.561821920188402,7.3,3,4.0,1.9,7.7,,72.4
313,Humanities,Bachelor's,Excellent,Yes,Yes,4.4,85.2,3.436218678557042,6.5,1,8.0,0.9,3.5,9.577085620679526,100.0
314,Humanities,High School,Good,No,Yes,22.3,89.2,3.208082956720262,6.7,1,4.0,5.3,4.1,,98.0
315,Sciences,Master's,Average,No,Yes,8.2,87.6,3.262297193700935,5.9,0,8.0,2.3,0.8,,88.4
316,Sciences,High School,Good,Yes,No,4.3,85.3,3.562225859753627,7.2,0,8.0,2.6,15.1,16.406902775433185,94.4
317,Engineering,High School,Good,Yes,No,9.5,87.5,3.1323375520484795,9.8,0,6.0,2.9,5.6,11.313956794466913,86.0
318,Business,Bachelor's,Average,No,No,4.2,56.3,2.60227953228843,6.9,0,7.0,0.0,0.8,,72.8
319,Sciences,Master's,Good,No,Yes,1.6,97.6,3.503434927453966,6.5,2,5.0,0.6,4.3,,92.9
320,Humanities,Master's,Good,Yes,No,3.8,100.0,2.853267717845753,7.0,0,5.0,1.2,3.4,18.8573063379609,71.0
321,Engineering,High School,Good,No,No,10.3,96.7,3.505188931180541,6.5,2,5.0,4.4,6.0,,94.0
322,Humanities,Bachelor's,Good,No,Yes,4.9,89.6,2.112450693544556,4.8,1,4.0,0.0,8.6,,82.8
323,Sciences,High School,Average,No,No,4.3,93.1,3.430862406302678,3.5,0,3.0,2.7,6.0,,93.0
324,Business,Doctorate,Good,Yes,No,7.8,70.8,2.3328787431466917,7.1,0,5.0,3.9,1.1,10.403596450252476,86.4
325,Sciences,High School,Average,No,Yes,10.5,90.1,3.7672590816185094,6.8,0,8.0,0.3,4.0,,86.0
326,Business,Bachelor's,Average,No,No,11.3,72.0,2.871482419271537,5.9,2,8.0,3.5,8.8,,88.7
327,Sciences,Bachelor's,Good,No,No,3.5,73.8,,6.7,4,4.0,0.9,8.3,,75.4
328,Engineering,Bachelor's,Good,Yes,No,5.5,79.0,2.4674581986894077,7.4,0,5.0,1.1,7.6,9.979526874768403,74.9
329,Business,Master's,Average,No,No,9.9,78.5,2.7936394232693678,7.3,1,6.0,0.8,12.8,,85.3
330,Humanities,High School,Good,Yes,Yes,3.9,88.6,2.8531042656620516,7.5,0,7.0,0.0,13.8,14.343749716380731,77.0
331,Humanities,High School,Excellent,No,Yes,11.3,100.0,2.5523118766421726,5.4,1,5.0,0.2,8.3,,92.7
332,Humanities,Doctorate,Good,No,Yes,9.9,100.0,3.8360502943790884,6.4,0,6.0,4.9,9.3,,100.0
333,Engineering,Bachelor's,Average,No,Yes,1.4,91.1,2.6289101140449045,7.5,2,6.0,1.8,7.0,,90.1
334,Business,High School,Good,No,Yes,4.6,69.7,3.1775164677321945,7.1,1,5.0,2.8,6.5,,99.0
335,Business,Bachelor's,Excellent,No,Yes,10.1,82.9,2.3338864892054896,5.5,3,5.0,0.3,18.3,,85.9
336,Business,High School,Poor,No,Yes,6.4,100.0,2.029960043081543,3.7,1,3.0,2.2,6.0,,84.5
337,Sciences,Master's,Average,Yes,Yes,14.1,83.2,3.223068023673603,4.7,0,7.0,4.6,9.1,16.72211604572088,87.4
338,Humanities,High School,Average,Yes,No,6.7,76.5,3.3800657698968664,6.1,2,4.0,0.4,3.8,8.799292170512736,89.7
339,Humanities,Master's,Excellent,Yes,No,23.7,84.6,2.8806988819373647,6.1,1,7.0,5.6,5.9,21.216490764024954,100.0
340,Engineering,Bachelor's,Poor,No,No,5.2,89.0,3.51177627210891,7.8,0,6.0,2.1,6.3,,88.1
341,Sciences,Bachelor's,Excellent,No,No,3.6,76.7,3.4087798808775958,4.6,2,8.0,0.0,5.8,,83.7
342,Sciences,Master's,Good,Yes,No,38.2,73.9,3.3006970891067304,8.8,0,4.0,8.7,2.2,14.424015257805088,100.0
343,Sciences,Master's,Average,No,Yes,1.6,100.0,3.6555795317018713,5.3,4,1.0,1.3,10.9,,84.5
344,Business,Master's,Excellent,Yes,No,2.6,89.4,4.0,5.6,1,7.0,0.4,8.2,11.149802322025074,88.0
345,Engineering,Doctorate,Average,No,Yes,8.4,91.3,2.7332927429246134,7.3,4,3.0,2.9,10.5,,91.6
346,Engineering,High School,Average,No,Yes,14.2,52.4,2.363631319259568,5.5,1,6.0,1.8,17.8,,76.8
347,Business,Master's,Excellent,No,No,5.5,71.7,2.595119572018832,4.4,0,8.0,1.2,7.1,,83.2
348,Sciences,Master's,Excellent,No,Yes,8.7,61.3,3.2888607661164944,6.0,2,3.0,1.8,5.4,,94.9
349,Sciences,High School,Excellent,No,Yes,10.3,61.2,2.818789932778796,5.8,0,5.0,5.3,4.1,,82.2
350,Sciences,Bachelor's,Average,No,No,3.3,100.0,3.8794921061404746,5.1,1,3.0,2.1,11.4,,93.8
351,Sciences,Master's,Good,No,Yes,8.9,100.0,,6.3,1,5.0,3.2,22.7,,100.0
352,Business,High School,Poor,No,No,3.6,64.8,2.431958404013045,4.3,3,1.0,1.3,6.2,,69.0
353,Sciences,Bachelor's,Good,No,Yes,9.6,83.1,2.915693836836329,6.8,2,5.0,2.7,13.4,,77.2
354,Engineering,Bachelor's,Excellent,Yes,Yes,7.8,100.0,2.126930156726331,7.1,0,3.0,3.2,11.7,17.172909602274,94.8
355,Sciences,High School,Average,No,Yes,4.6,54.7,2.640886901868144,5.9,1,5.0,3.4,5.7,,74.1
356,Business,High School,Average,No,No,8.3,84.3,4.0,7.4,0,7.0,1.3,7.8,,93.6
357,Business,Master's,Good,No,No,0.7,100.0,3.0561874544959546,5.0,0,6.0,0.0,13.5,,84.3
358,Humanities,Master's,Excellent,Yes,No,11.1,92.6,2.972704017484787,7.1,1,6.0,3.5,12.1,18.838648198247853,89.6
359,Business,Bachelor's,Average,No,Yes,8.0,92.2,2.027549837040838,6.9,1,7.0,0.4,9.1,,88.8
360,Engineering,High School,Excellent,No,No,8.4,61.2,3.2670047106360127,6.9,1,6.0,1.8,27.9,,82.2
361,Engineering,Bachelor's,Poor,Yes,No,2.7,81.7,2.621249364574291,6.8,0,2.0,0.1,8.7,12.953407148362688,74.7
362,Engineering,Master's,Average,Yes,Yes,2.5,94.9,3.9600192377426087,5.6,1,7.0,0.7,6.3,12.522825357340064,92.2
363,Engineering,Bachelor's,Average,No,No,1.5,92.5,3.315521995540399,6.7,0,8.0,0.7,4.5,,86.6
364,Business,High School,Poor,No,No,9.1,100.0,2.5209379728526495,7.1,2,3.0,3.0,12.0,,82.7
365,Engineering,High School,Average,Yes,No,9.4,87.6,2.899234539078722,7.8,3,8.0,0.9,14.5,16.29108933054437,68.5
366,Humanities,High School,Excellent,No,Yes,5.3,89.7,3.3313495404905384,5.6,1,4.0,0.4,24.2,,84.8
367,Humanities,Master's,Good,Yes,Yes,7.8,73.5,3.1326481262531596,6.2,1,4.0,3.8,3.5,16.94313599149911,84.4
368,Engineering,Bachelor's,Excellent,No,No,6.7,99.6,2.9251476937394147,8.7,4,6.0,0.0,19.4,,83.5
369,Business,Doctorate,Poor,No,Yes,2.3,87.0,3.237066280474399,5.7,0,2.0,0.0,13.3,,82.3
370,Humanities,Bachelor's,Average,No,Yes,6.9,86.9,3.434994121939483,6.6,1,4.0,2.6,16.5,,89.3
371,Sciences,Bachelor's,Good,No,Yes,10.1,98.2,2.1138540768324074,7.8,0,5.0,3.9,3.9,,88.1
372,Sciences,Master's,Average,No,No,29.5,66.5,2.9346780570615336,8.3,2,5.0,7.8,7.8,,100.0
373,Business,Doctorate,Average,No,No,2.2,66.6,3.296949081806678,5.5,3,5.0,1.1,10.5,,82.3
374,Sciences,Bachelor's,Good,No,No,4.3,91.2,3.453224547569941,7.6,1,8.0,3.0,13.3,,88.6
375,Humanities,Master's,Good,Yes,Yes,7.3,76.3,2.9533112872505645,6.1,1,7.0,1.4,6.0,18.813191353331444,77.4
376,Engineering,Bachelor's,Excellent,No,Yes,11.2,87.6,3.1955615904901378,4.7,0,5.0,2.7,5.6,,92.1
377,Business,Bachelor's,Good,No,Yes,5.5,86.0,2.594711616392919,6.2,1,6.0,1.4,4.8,,83.7
378,Business,Master's,Good,Yes,Yes,8.4,100.0,3.0804920821382695,7.2,2,4.0,3.4,9.6,17.831340236045342,90.6
379,Sciences,Doctorate,Good,Yes,No,4.6,100.0,3.168864711990551,7.3,0,2.0,1.5,4.4,14.886803882436565,96.6
380,Engineering,Master's,Average,Yes,Yes,12.4,53.0,3.0078219201897523,7.3,2,3.0,5.3,7.0,12.07583490756405,92.4
381,Sciences,High School,Average,No,Yes,3.7,82.1,2.5889182439045886,7.3,2,9.0,2.4,32.2,,90.6
382,Humanities,High School,Excellent,Yes,No,14.0,79.4,2.800194878604845,5.4,2,2.0,1.7,13.1,19.50668370806214,88.9
383,Engineering,High School,Average,No,No,5.8,99.3,2.681576227795774,7.8,3,9.0,1.5,13.5,,81.3
384,Sciences,High School,Poor,No,No,8.1,87.4,2.7545156195047373,6.4,1,5.0,3.8,5.7,,79.7
385,Engineering,Bachelor's,Poor,No,Yes,4.1,67.1,2.838677335818108,5.3,2,4.0,1.5,5.1,,88.7
386,Sciences,Doctorate,Good,Yes,No,6.7,91.6,3.008105187712158,6.6,2,7.0,0.0,5.1,6.982113094822124,74.9
387,Humanities,Doctorate,Average,No,No,7.2,96.5,2.971554196947509,8.2,1,7.0,2.4,9.5,,97.6
388,Business,High School,Good,Yes,No,1.5,67.5,2.188336133849605,6.7,2,4.0,0.0,6.6,15.94240586766002,67.7
389,Engineering,Bachelor's,Good,No,Yes,14.9,96.1,3.134845876811865,7.0,1,3.0,6.1,1.4,,100.0
390,Engineering,Bachelor's,Poor,No,No,6.8,81.0,2.700003590758215,5.9,0,6.0,2.4,16.9,,85.7
391,Engineering,Bachelor's,Good,No,No,6.4,100.0,2.3542057063598536,5.5,2,5.0,0.2,3.0,,84.1
392,Sciences,High School,Average,Yes,No,10.0,92.7,3.1765603263322477,5.2,1,5.0,3.5,5.3,13.761812729772235,93.5
393,Business,Bachelor's,Poor,Yes,No,10.3,89.2,3.172094661651797,8.5,1,8.0,0.7,8.4,18.789455254920632,82.7
394,Humanities,Bachelor's,Average,No,Yes,3.0,96.2,2.5710995816499786,5.7,2,5.0,0.0,11.0,,80.6
395,Humanities,High School,Average,No,Yes,1.7,95.2,2.943492985265565,6.9,0,7.0,0.0,21.3,,75.1
396,Engineering,Bachelor's,Average,No,Yes,8.7,80.1,3.0591079326874806,5.7,2,7.0,4.6,20.0,,93.1
397,Humanities,Bachelor's,Good,No,Yes,6.4,79.6,2.6540299333089155,7.6,3,6.0,0.4,10.5,,85.1
398,Humanities,Master's,Average,Yes,No,5.8,75.7,3.148828264362191,4.7,2,4.0,1.8,8.5,4.327966845502644,86.5
399,Humanities,High School,Poor,Yes,Yes,1.9,78.7,2.867635590102857,6.7,1,6.0,0.0,4.9,19.63678047596448,81.3
400,Business,Bachelor's,Average,No,No,13.3,65.9,3.708690623708107,5.7,2,4.0,1.9,8.7,,88.0
401,Business,Bachelor's,Good,No,No,6.3,73.7,3.8952393552195765,6.2,3,3.0,4.0,2.1,,95.8
402,Engineering,High School,Good,No,No,15.3,87.9,2.8602604909777103,7.1,1,4.0,6.8,2.0,,92.5
403,Engineering,Bachelor's,Average,Yes,No,4.2,86.5,2.460759233349615,5.5,1,4.0,2.1,6.7,16.914842946247255,78.7
404,Sciences,Bachelor's,Average,No,No,14.6,78.1,3.3645252152372156,5.8,2,4.0,5.6,7.1,,86.5
405,Humanities,Bachelor's,Excellent,No,No,20.6,85.1,3.555257165928612,7.6,0,2.0,3.5,0.4,,100.0
406,Sciences,High School,Average,No,No,5.8,87.2,3.424602689227832,5.8,3,3.0,0.0,7.1,,94.3
407,Engineering,Master's,Average,Yes,No,12.1,100.0,3.108909305494769,7.1,4,5.0,3.6,11.4,10.72417123840855,100.0
408,Sciences,High School,Average,No,Yes,1.7,89.3,3.16044713028615,8.1,3,7.0,1.5,12.2,,91.7
409,Business,High School,Poor,No,No,4.9,77.7,4.0,5.0,1,6.0,1.5,10.1,,86.8
410,Sciences,Bachelor's,Excellent,No,No,19.6,86.6,2.346492999093524,6.7,1,4.0,3.6,2.3,,84.7
411,Engineering,Bachelor's,Excellent,No,No,9.0,71.7,3.7227150802336717,6.4,1,7.0,3.7,3.7,,83.7
412,Humanities,Bachelor's,Average,Yes,Yes,12.5,94.4,2.681035244563533,7.0,1,3.0,4.1,16.2,9.907168059161496,94.3
413,Engineering,High School,Average,No,No,12.4,77.5,3.4304810903721177,5.6,1,4.0,3.1,20.7,,81.4
414,Engineering,Master's,Good,No,No,14.5,69.0,2.6178973358523594,7.2,0,6.0,5.1,10.4,,99.7
415,Business,Master's,Average,Yes,Yes,10.0,78.3,2.312462409267689,6.3,1,4.0,0.0,16.5,21.237410180566012,80.5
416,Sciences,High School,Good,Yes,Yes,15.4,91.4,1.8683652002183757,8.2,3,3.0,3.8,9.9,9.943437294681381,84.7
417,Business,Master's,Average,Yes,Yes,7.4,90.7,3.3027017428803447,6.8,3,4.0,2.3,3.6,9.48706594780069,100.0
418,Business,Master's,Average,Yes,Yes,9.2,84.5,2.2734098287689215,5.7,2,7.0,2.2,1.8,14.427058383780889,78.7
419,Humanities,Bachelor's,Average,No,No,10.2,76.8,2.6267760623343426,8.2,1,3.0,0.0,7.7,,87.6
420,Business,Bachelor's,Good,Yes,No,7.0,83.4,2.9326512637917337,7.8,3,5.0,0.0,3.4,14.606163887249446,78.9
421,Sciences,High School,Average,No,No,8.2,80.1,2.7692174777456326,5.4,4,2.0,2.4,8.7,,96.4
422,Business,Bachelor's,Good,No,No,3.2,82.9,1.5409266356936187,5.8,0,1.0,0.0,4.4,,65.6
423,Engineering,Bachelor's,Average,Yes,Yes,13.8,77.8,3.007168610466298,3.6,3,6.0,1.8,9.8,15.259340514960108,89.4
424,Sciences,Bachelor's,Average,No,No,0.2,55.8,2.9799779107577336,8.2,1,3.0,0.5,7.9,,76.5
425,Business,Bachelor's,Excellent,Yes,Yes,9.9,93.7,2.1632390285644245,5.1,1,6.0,1.8,32.6,14.467276985124293,89.7
426,Humanities,Master's,Excellent,Yes,Yes,5.7,85.8,2.926725397780796,6.6,3,9.0,1.3,0.6,22.651989742142355,89.3
427,Engineering,High School,Good,No,No,5.5,72.1,2.9945420943565586,7.9,4,4.0,0.0,1.9,,84.1
428,Humanities,Doctorate,Good,No,No,1.6,87.0,2.3935493861900325,7.9,1,9.0,0.0,8.4,,80.1
429,Business,Bachelor's,Average,No,No,4.1,85.6,,7.9,2,10.0,1.5,9.4,,89.7
430,Humanities,High School,Poor,No,Yes,6.0,62.6,2.6922392498509224,5.4,0,6.0,1.7,7.6,,79.6
431,Business,High School,Good,No,Yes,2.7,65.3,3.5611886144395513,8.3,0,5.0,1.6,5.1,,79.2
432,Sciences,Master's,Average,Yes,No,2.9,68.1,3.3324699891365785,5.6,3,9.0,1.4,9.8,11.678389506986926,83.1
433,Sciences,Bachelor's,Good,No,No,7.6,91.3,2.8548219554317624,6.1,0,3.0,2.1,7.5,,92.6
434,Business,Bachelor's,Average,No,No,7.9,74.1,2.4172156794096344,5.4,3,3.0,3.1,12.3,,75.8
435,Humanities,Bachelor's,Good,Yes,Yes,2.7,65.8,2.9535338694837105,7.0,1,6.0,2.5,6.5,15.59201078485065,83.1
436,Engineering,Master's,Good,Yes,No,9.6,56.1,2.424630634452747,6.8,1,9.0,2.5,14.0,17.148966393797902,65.1
437,Sciences,Bachelor's,Poor,No,No,2.7,78.0,,7.4,2,5.0,2.1,5.0,,86.9
438,Sciences,Bachelor's,Poor,No,No,6.4,69.8,2.8770052940721875,8.2,1,8.0,1.1,5.5,,87.6
439,Humanities,High School,Good,No,No,4.5,77.1,2.276783417785558,5.9,0,5.0,0.6,17.9,,71.4
440,Sciences,Bachelor's,Good,No,Yes,12.0,100.0,2.6476661174671507,7.3,0,8.0,1.1,8.4,,80.6
441,Business,Doctorate,Excellent,No,Yes,1.4,49.9,3.125935063975062,7.3,2,4.0,0.0,20.8,,50.8
