store_id,store_format,location_type,delivery_available,store_size_category,store_age_years,store_size_sqm,num_staff,promotions_active,footfall_count,loyalty_program_members,online_order_count,avg_basket_size_kes,local_events_nearby,daily_sales_revenue_kes
255,Supermarket,Residential,Yes,Medium,7.8,184.1,4,3,260.0,90,10.717309695738265,1238.0874515752187,0,165768.0
256,Supermarket,Mall,Yes,Large,3.4,544.7,12,0,141.0,44,43.130861561700385,397.807553606948,0,242295.0
257,Supermarket,Street,Yes,Small,8.0,123.8,4,6,143.0,42,23.20973043973506,700.2217354493566,0,162260.0
258,Kiosk,Street,Yes,Medium,11.4,154.9,4,1,86.0,21,48.8849890780735,559.2237657153045,1,39221.0
259,Convenience,Street,No,Medium,3.7,439.9,11,2,143.0,44,,,0,113333.0
260,Convenience,Street,Yes,Large,6.4,351.4,7,2,171.0,53,15.915431491010521,,1,211414.0
261,Hypermarket,Street,No,Small,3.8,112.3,4,0,193.0,53,,1351.3195190532247,1,212827.0
262,Hypermarket,Mall,No,Medium,8.3,233.0,3,3,90.0,20,,481.4607775530312,1,152300.0
263,Hypermarket,CBD,Yes,Small,5.8,113.2,3,4,157.0,51,18.885624327279977,865.2649970945486,1,122268.0
264,Convenience,CBD,No,Medium,1.9,99.9,2,1,120.0,26,,458.45442570147696,1,72522.0
265,Supermarket,Mall,No,Large,9.2,323.8,4,3,98.0,27,,914.7838932029421,1,120620.0
266,Supermarket,Mall,Yes,Large,7.7,465.8,11,2,184.0,50,24.071462789255268,488.29038158064697,0,285529.0
267,Kiosk,CBD,Yes,Small,7.0,117.6,5,2,315.0,92,26.435169494646438,1137.7158830563958,1,94437.0
268,Supermarket,Residential,No,Small,7.4,112.3,1,0,251.0,68,,538.2490506343627,0,72221.0
269,Supermarket,Residential,Yes,Small,5.0,146.3,5,1,349.0,86,32.933711468273046,1618.5848252749497,0,324320.0
270,Convenience,Residential,Yes,Small,15.0,125.1,4,1,73.0,20,15.580317386447007,1374.1050753061477,0,62092.0
271,Supermarket,Street,No,Medium,7.5,197.7,3,1,370.0,119,,1022.6142800229918,0,170869.0
272,Convenience,Residential,Yes,Small,13.5,72.4,1,2,58.0,21,11.34062283911855,655.4053651442389,0,36892.0
273,Convenience,Residential,No,Medium,3.8,142.7,6,0,332.0,105,,176.02331509183193,3,112255.0
274,Supermarket,Mall,Yes,Small,7.8,236.3,5,1,166.0,50,5.162145427449513,552.7848881726927,0,142668.0
275,Supermarket,Residential,No,Medium,2.0,320.4,6,2,128.0,42,,825.7061822021367,0,177509.0
276,Convenience,CBD,Yes,Medium,8.8,49.3,1,1,66.0,18,22.412424391763775,477.98361571253946,1,77014.0
277,Convenience,Residential,No,Small,11.5,159.9,5,2,145.0,42,,,0,88831.0
278,Convenience,Residential,Yes,Large,4.9,281.4,5,3,353.0,112,47.874335327431425,488.42838331749755,1,193930.0
279,Convenience,CBD,No,Large,11.2,423.2,7,2,128.0,41,,1057.5400844010908,0,161348.0
280,Hypermarket,Street,Yes,Medium,0.5,341.6,7,0,317.0,89,21.432601305297585,709.6012395454937,1,158027.0
281,Convenience,Mall,No,Small,6.9,104.8,2,3,228.0,71,,812.7837432895535,1,112072.0
282,Supermarket,CBD,No,Small,1.2,86.7,3,0,181.0,53,,481.58670329218006,0,87953.0
283,Hypermarket,Mall,No,Small,4.8,209.2,5,3,53.0,19,,882.6288431127101,0,107259.0
284,Convenience,CBD,No,Small,0.6,124.1,1,1,125.0,48,,765.4647493106891,1,82364.0
285,Kiosk,Street,Yes,Large,4.5,310.6,7,1,63.0,12,10.158781286140691,,0,51321.0
286,Hypermarket,Mall,No,Medium,0.8,233.0,6,3,390.0,104,,1643.6958273884065,0,616408.0
287,Kiosk,Mall,No,Small,1.6,125.3,2,1,156.0,43,,695.325908413846,0,55855.0
288,Kiosk,Residential,No,Small,6.2,157.9,3,2,206.0,63,,1316.2821620674686,0,100307.0
289,Supermarket,Mall,No,Medium,6.2,191.5,4,2,253.0,82,,1201.3118379188577,3,243749.0
290,Hypermarket,Residential,Yes,Medium,2.3,264.6,6,2,516.0,159,15.027608806857199,1454.1482307591514,0,238847.0
291,Convenience,Mall,Yes,Medium,12.9,111.1,1,3,568.0,169,9.398554043243829,578.040129416531,2,137720.0
292,Convenience,CBD,No,Small,2.4,143.2,2,1,56.0,20,,1144.0219584452675,1,58421.0
293,Supermarket,Residential,Yes,Large,8.3,447.3,10,0,59.0,18,32.67850270729647,1288.3705767458289,0,140935.0
294,Kiosk,CBD,No,Large,6.5,213.6,5,1,292.0,89,,1330.6793971604293,0,128521.0
295,Convenience,Residential,No,Large,4.2,280.2,7,3,245.0,72,,1430.9220763673793,1,196576.0
296,Hypermarket,Mall,Yes,Large,9.0,554.0,13,4,417.0,120,16.23472748081637,873.1309845865809,0,369430.0
297,Supermarket,CBD,Yes,Small,2.9,135.5,2,4,143.0,40,10.886231625887591,1159.2166114397758,1,174318.0
298,Kiosk,CBD,No,Medium,4.7,328.2,10,1,183.0,60,,1139.2462596670898,0,172754.0
299,Convenience,Street,No,Large,2.5,534.6,11,2,148.0,61,,1414.3079750245165,1,220626.0
300,Kiosk,CBD,Yes,Medium,6.8,222.3,4,2,108.0,27,17.627451500276887,970.0733488461947,2,89386.0
301,Supermarket,Mall,No,Medium,9.2,177.5,3,1,138.0,42,,1367.5967738036125,0,177098.0
302,Convenience,Residential,No,Medium,15.7,330.5,6,1,85.0,24,,575.3159352226635,0,86722.0
303,Convenience,Mall,Yes,Small,6.0,118.7,4,2,149.0,51,11.46100180796173,778.6721280432057,0,158374.0
304,Supermarket,Residential,Yes,Small,18.3,87.3,3,1,322.0,84,37.954898987991285,954.4756966870083,0,56134.0
305,Supermarket,Residential,No,Small,6.5,122.8,4,3,341.0,101,,917.9103864405805,2,89714.0
306,Supermarket,Street,Yes,Small,0.8,97.6,3,1,98.0,34,88.84495848641514,894.4895834495868,2,90549.0
307,Supermarket,Mall,Yes,Small,7.5,109.2,4,2,235.0,67,25.27687845782037,1198.2318326851812,0,117022.0
308,Hypermarket,Residential,Yes,Medium,5.5,185.5,3,2,83.0,26,30.59714727383235,926.4662739909386,1,119400.0
309,Supermarket,Mall,No,Medium,2.4,306.3,5,2,147.0,50,,556.6724513691865,2,211709.0
310,Convenience,Residential,Yes,Medium,1.6,269.4,6,2,216.0,64,48.75587813657099,578.8694148593586,1,131368.0
311,Convenience,Mall,No,Medium,2.9,207.1,5,2,74.0,27,,821.3465707765097,1,55818.0
312,Kiosk,Street,No,Small,6.4,72.2,2,2,151.0,44,,826.9430226494377,0,40650.0
313,Kiosk,CBD,No,Large,1.2,558.1,12,1,70.0,27,,1171.630736303472,0,164640.0
314,Kiosk,CBD,No,Medium,1.5,236.0,3,1,267.0,74,,945.355362150267,0,83329.0
315,Supermarket,Street,Yes,Medium,8.4,326.3,7,2,94.0,27,18.482296553693114,709.1999185635891,1,128884.0
316,Supermarket,Mall,No,Small,1.4,71.5,1,0,256.0,83,,744.5794893925668,1,124362.0
317,Kiosk,Street,Yes,Small,1.8,28.6,1,3,91.0,18,17.210469501769147,863.004531118288,0,45158.0
318,Supermarket,Street,No,Medium,7.2,155.6,4,3,122.0,32,,474.6272508356367,0,100106.0
319,Kiosk,CBD,No,Small,3.2,163.9,6,1,98.0,31,,643.3587661552097,0,45229.0
320,Kiosk,Street,No,Small,10.0,111.1,3,0,197.0,47,,1032.2743247248688,1,37742.0
321,Convenience,Residential,No,Medium,0.8,364.9,8,1,285.0,73,,1020.6264383434894,2,146696.0
322,Hypermarket,Residential,No,Small,4.8,102.8,3,0,310.0,78,,486.4133639423964,1,106898.0
323,Kiosk,CBD,No,Small,6.2,142.5,3,0,302.0,90,,947.9586646111951,0,87815.0
324,Supermarket,CBD,Yes,Medium,3.8,305.7,7,0,92.0,41,22.499837750808823,1146.5274705060824,0,182366.0
325,Convenience,Mall,No,Small,2.4,41.0,2,0,115.0,36,,1599.5597578478223,0,131410.0
326,Supermarket,Mall,No,Large,1.3,346.9,5,1,406.0,114,,790.7894885672999,0,407114.0
327,Supermarket,Residential,Yes,Medium,2.2,212.5,5,0,123.0,37,16.100657100500925,996.6726577106829,0,107446.0
328,Hypermarket,CBD,Yes,Small,4.0,60.3,1,1,150.0,54,23.783481600605946,1465.9095127001801,0,171908.0
329,Supermarket,CBD,No,Small,3.4,90.2,2,1,253.0,67,,781.4770253389366,1,133165.0
330,Hypermarket,Residential,Yes,Small,3.9,116.0,1,1,195.0,52,50.185915000520566,743.6437186070937,0,128230.0
331,Convenience,Residential,No,Medium,2.7,245.8,4,0,44.0,9,,1041.977827873896,1,96007.0
332,Convenience,CBD,No,Large,3.5,461.6,11,2,154.0,49,,424.1870790487269,1,102620.0
333,Convenience,Mall,Yes,Medium,6.2,231.9,5,1,364.0,107,58.71670440786452,408.4689578119485,0,113509.0
334,Hypermarket,CBD,Yes,Large,4.4,303.7,11,2,180.0,49,28.119463751183748,1050.617463879384,0,258435.0
335,Convenience,CBD,No,Small,8.2,157.8,5,2,293.0,73,,1110.5659098215285,0,91175.0
336,Convenience,CBD,No,Large,9.4,338.8,5,2,107.0,33,,446.57511956506994,0,94563.0
337,Hypermarket,CBD,Yes,Large,6.7,495.7,9,1,71.0,9,9.628820458148638,1203.9930180252272,1,221211.0
338,Supermarket,Street,No,Large,5.5,755.3,18,1,177.0,56,,1162.3764618488044,0,153391.0
339,Supermarket,CBD,No,Small,3.1,82.2,3,0,155.0,47,,1159.259085311966,0,104208.0
340,Hypermarket,Residential,Yes,Large,6.1,469.7,8,2,114.0,35,24.974129586942887,368.55573825321665,0,118036.0
341,Convenience,Residential,No,Medium,10.6,229.7,1,2,195.0,62,,158.2380406944044,2,107742.0
342,Supermarket,Street,Yes,Small,2.9,124.3,3,2,50.0,15,60.692352795215044,1154.1174946749506,0,70242.0
343,Supermarket,Street,No,Small,5.0,105.3,1,3,232.0,67,,698.8698179879901,0,83382.0
344,Convenience,CBD,No,Small,13.5,25.0,1,3,106.0,15,,798.6227651580091,0,51331.0
345,Kiosk,Mall,No,Medium,6.2,237.3,5,2,223.0,64,,699.9577321146489,0,209985.0
346,Supermarket,Street,No,Large,2.0,270.2,8,3,137.0,46,,1003.5829579066188,1,266519.0
347,Supermarket,CBD,No,Medium,11.1,205.5,4,0,31.0,11,,801.0809263569829,0,45799.0
348,Convenience,Residential,Yes,Medium,8.8,325.8,7,1,170.0,55,18.117433971263953,,0,151802.0
349,Convenience,Mall,No,Medium,4.7,435.6,9,1,193.0,45,,660.8271361178682,1,122251.0
350,Supermarket,CBD,No,Large,3.8,488.1,13,2,77.0,20,,580.9121771316155,1,133175.0
351,Convenience,Mall,No,Small,0.8,78.8,4,2,268.0,86,,988.6080878122042,3,138575.0
352,Supermarket,Mall,No,Small,15.4,104.6,1,1,284.0,87,,973.9613906503234,1,79396.0
353,Convenience,Street,No,Medium,9.4,340.2,8,5,259.0,72,,721.2374545136654,1,157567.0
354,Hypermarket,Residential,No,Medium,6.6,234.7,5,2,86.0,28,,597.1328905395405,0,116050.0
355,Convenience,Residential,No,Large,4.8,205.5,4,3,111.0,34,,764.1081109483569,0,115603.0
356,Kiosk,Street,Yes,Small,3.1,193.9,5,1,324.0,92,57.70877453249166,1449.2958901715685,1,105668.0
357,Kiosk,CBD,Yes,Small,7.2,90.3,1,4,134.0,43,66.01631312663504,615.4016685535848,0,55441.0
358,Supermarket,Residential,Yes,Small,8.8,25.0,1,1,139.0,36,15.012248284182123,553.817633291805,0,57357.0
359,Supermarket,Street,No,Medium,2.6,219.4,6,1,79.0,19,,1490.6742785769038,1,93512.0
360,Supermarket,Residential,Yes,Medium,1.7,193.4,6,1,26.0,7,35.70269656450756,672.9645066069972,1,81438.0
361,Hypermarket,CBD,Yes,Medium,4.2,218.8,3,1,144.0,41,16.578834424731845,1030.0361201712476,0,105529.0
362,Kiosk,CBD,Yes,Large,4.8,498.9,11,2,305.0,96,8.800979427445943,1869.1460757912532,1,295805.0
363,Hypermarket,Mall,Yes,Medium,15.2,442.3,8,1,191.0,53,4.969190211928128,1266.580430430919,0,337988.0
364,Hypermarket,Mall,Yes,Small,1.2,102.1,1,2,185.0,46,21.49137229908873,772.1149105090683,1,158329.0
365,Supermarket,Street,No,Large,7.8,434.2,10,2,379.0,105,,829.8709969553139,0,327021.0
366,Supermarket,Mall,No,Small,5.4,133.9,1,1,197.0,65,,778.4430697820602,1,109398.0
367,Convenience,CBD,No,Medium,7.5,252.1,7,0,296.0,68,,844.9583975628858,0,142098.0
368,Supermarket,Mall,No,Large,3.2,556.1,13,2,70.0,27,,890.4377895315779,0,226848.0
369,Hypermarket,Mall,Yes,Small,4.7,97.9,3,0,96.0,25,7.452482836265418,613.597132933417,3,104213.0
370,Convenience,Residential,Yes,Large,5.7,37.8,1,4,136.0,43,26.416414545231767,1139.861828145678,1,267135.0
371,Supermarket,CBD,No,Medium,13.3,172.1,4,3,263.0,80,,329.70419951145436,1,110446.0
372,Convenience,Street,No,Medium,0.5,278.5,7,2,42.0,8,,1184.232900100399,1,65067.0
373,Kiosk,Mall,No,Medium,1.7,130.7,1,2,117.0,35,,1016.0184811769482,0,91668.0
374,Hypermarket,Mall,Yes,Small,25.2,123.1,2,3,93.0,26,43.50901879734416,561.6515134780432,0,78352.0
375,Kiosk,Residential,Yes,Medium,6.2,301.5,8,1,403.0,107,14.025538932024528,809.4900442171493,0,81859.0
376,Kiosk,Mall,No,Small,9.6,184.9,7,3,214.0,53,,961.3897263863607,2,90358.0
377,Convenience,CBD,Yes,Medium,6.6,343.3,8,3,430.0,129,29.675352861158654,1308.6910914929774,2,190237.0
378,Supermarket,CBD,Yes,Small,3.8,172.3,3,3,76.0,29,21.238874540134734,1323.0350111478342,0,124799.0
379,Hypermarket,CBD,No,Large,6.8,258.1,3,1,124.0,40,,1558.907846345723,0,219724.0
380,Hypermarket,Mall,No,Small,3.2,50.7,3,0,136.0,36,,1318.7306854094045,0,139475.0
381,Kiosk,Street,No,Large,4.9,161.5,3,4,182.0,47,,657.455685089556,1,141110.0
382,Supermarket,Residential,No,Medium,8.0,202.2,5,1,168.0,65,,541.7944321553234,0,136677.0
383,Convenience,Residential,No,Large,5.3,351.6,9,2,60.0,15,,1055.8017198540676,2,110072.0
384,Supermarket,Residential,No,Medium,9.6,328.0,9,3,336.0,108,,859.1127806729718,0,213519.0
385,Supermarket,Residential,Yes,Medium,4.5,246.6,6,0,135.0,30,13.192531380941482,759.6515901128791,1,111033.0
386,Supermarket,Mall,Yes,Small,5.3,25.0,2,3,332.0,98,21.76477125053543,1415.215983123608,2,203536.0
387,Kiosk,CBD,No,Medium,3.2,192.6,2,1,244.0,87,,277.151548109166,1,121079.0
388,Supermarket,Street,No,Small,2.9,125.9,2,0,209.0,68,,495.0392708775537,0,75038.0
389,Hypermarket,Mall,No,Small,13.2,52.7,1,2,287.0,89,,651.342692081932,0,137728.0
390,Kiosk,Residential,Yes,Medium,7.9,168.8,4,3,70.0,28,19.018125211635322,2055.1697968490307,0,119054.0
391,Convenience,Street,No,Medium,1.1,292.4,7,1,278.0,105,,1563.9081579711155,0,158025.0
392,Convenience,CBD,Yes,Large,6.0,430.6,7,4,240.0,75,22.50511673361244,,0,423257.0
393,Convenience,Residential,No,Medium,2.3,304.4,5,2,333.0,85,,847.932851345777,1,173753.0
394,Hypermarket,CBD,No,Small,4.2,168.8,3,2,272.0,72,,778.5091992686797,4,214903.0
395,Convenience,Residential,Yes,Medium,7.3,145.2,4,0,193.0,61,24.17705135979619,271.85651132776763,0,44772.0
396,Supermarket,Street,Yes,Small,1.2,119.4,2,0,31.0,10,46.522386573891,1491.5417164577834,0,46719.0
397,Supermarket,Street,No,Small,5.3,114.8,2,2,38.0,13,,799.2384714673094,0,34950.0
398,Convenience,Street,No,Large,6.5,478.7,10,4,142.0,46,,256.3323554177723,0,173850.0
399,Hypermarket,Street,No,Small,8.5,92.5,3,0,35.0,14,,842.8974395342567,0,57969.0
400,Hypermarket,CBD,No,Small,2.1,167.2,5,1,178.0,55,,761.2693449984768,1,186972.0
401,Supermarket,CBD,No,Small,7.3,89.0,3,0,429.0,138,,760.969789189409,1,146387.0
402,Hypermarket,Residential,Yes,Medium,5.9,216.5,6,3,215.0,64,11.45427301947444,1548.0373934614472,1,294808.0
403,Convenience,Street,No,Large,10.8,489.2,13,5,124.0,39,,846.8293632414442,1,156405.0
404,Convenience,Mall,No,Medium,6.5,146.3,4,1,192.0,55,,1431.2583455380734,0,175280.0
405,Supermarket,Residential,No,Small,7.4,91.9,2,0,181.0,55,,620.6916547183191,1,71072.0
406,Hypermarket,CBD,Yes,Medium,5.1,341.5,10,1,216.0,81,14.54156785656815,1426.1260412316335,0,159620.0
407,Hypermarket,Residential,No,Medium,8.0,296.6,8,1,59.0,29,,1515.6287612334813,2,209933.0
408,Hypermarket,Residential,No,Medium,5.0,248.7,5,3,118.0,38,,761.6161031524798,0,169444.0
409,Supermarket,Mall,Yes,Small,2.9,89.2,1,5,28.0,12,31.21610100301531,1147.1839949732487,0,112690.0
410,Convenience,Residential,No,Medium,4.0,277.1,5,1,59.0,18,,1093.6508583718312,0,104574.0
411,Kiosk,CBD,Yes,Small,3.6,49.7,1,1,248.0,91,23.05223070116319,633.5563258609495,0,51645.0
412,Convenience,Residential,No,Small,7.2,162.0,1,1,231.0,85,,100.0,0,66602.0
413,Hypermarket,Street,No,Medium,9.8,197.3,4,2,121.0,45,,1047.0319805834997,0,1182001.0
414,Supermarket,Residential,No,Medium,4.1,248.3,7,2,46.0,22,,1358.1108189170025,1,146166.0
415,Kiosk,CBD,No,Medium,3.1,213.3,5,2,58.0,16,,917.2572489043118,1,67880.0
416,Kiosk,Residential,No,Medium,2.3,353.0,6,2,222.0,70,,963.3483015128014,1,82410.0
417,Kiosk,Residential,Yes,Small,6.3,140.8,4,3,152.0,47,63.339702321936116,1347.1182118117754,1,97034.0
418,Convenience,Residential,Yes,Medium,2.0,166.5,5,3,82.0,31,94.34352997333104,871.0524445173819,1,108756.0
419,Supermarket,Mall,Yes,Medium,6.7,154.6,3,2,156.0,57,33.57221573429854,310.9746929121243,1,138324.0
420,Supermarket,CBD,Yes,Small,6.6,114.1,1,0,282.0,92,4.118700390950989,627.8715201341952,1,133974.0
421,Convenience,Mall,No,Large,2.7,230.6,5,2,65.0,18,,777.6466587821167,0,158107.0
422,Convenience,CBD,No,Small,0.9,208.7,7,2,111.0,35,,1241.869686462941,0,94109.0
423,Supermarket,CBD,No,Large,14.1,257.0,6,1,243.0,78,,1202.8353793976416,1,288366.0
424,Supermarket,CBD,No,Medium,1.7,218.9,3,1,49.0,12,,516.3938603548467,2,53829.0
425,Kiosk,Mall,No,Large,5.8,204.5,2,4,111.0,35,,926.3903575107125,0,153784.0
426,Kiosk,Mall,Yes,Large,3.8,310.8,4,2,303.0,88,14.932558995462044,184.9564627137255,1,244753.0
427,Kiosk,Street,Yes,Small,8.6,160.0,5,1,91.0,22,13.334734006440236,833.2323117360903,1,52557.0
428,Supermarket,CBD,No,Medium,5.7,322.8,6,2,82.0,31,,870.1139558465172,0,127295.0
429,Convenience,Street,No,Small,11.8,126.5,4,1,245.0,77,,1252.1420464421913,0,71553.0
430,Kiosk,CBD,Yes,Small,5.6,98.0,3,4,205.0,56,52.48784072168008,878.060523524835,1,114625.0
431,Convenience,Residential,No,Small,2.8,184.7,4,3,26.0,5,,1145.3932210697021,0,62255.0
432,Supermarket,Residential,No,Medium,0.5,293.4,9,1,72.0,17,,915.2089728537114,1,87689.0
433,Supermarket,Mall,No,Medium,6.1,325.0,10,1,106.0,33,,1474.79956375616,0,225263.0
434,Kiosk,Mall,No,Large,8.0,320.8,7,1,78.0,20,,430.40033412254127,1,78395.0
435,Supermarket,Street,No,Small,10.1,123.9,5,2,281.0,75,,332.3518355831594,0,115430.0
436,Kiosk,CBD,Yes,Medium,9.2,300.9,8,1,148.0,41,14.916096260277218,746.033886680678,1,55857.0
437,Convenience,Residential,No,Large,11.0,230.1,5,0,310.0,100,,389.4747845451743,0,111049.0
438,Kiosk,Street,Yes,Small,3.7,104.6,3,1,56.0,16,22.846110166648664,429.52660502655226,0,30148.0
439,Supermarket,CBD,Yes,Small,1.7,124.1,1,2,76.0,28,21.174589336754536,740.2866397452204,1,87502.0
440,Supermarket,Mall,Yes,Medium,1.6,358.1,9,0,184.0,52,10.513304799066878,754.7748137496757,1,151399.0
441,Supermarket,Residential,Yes,Medium,19.0,121.3,3,0,121.0,37,30.573258675900437,970.1797629404257,0,76790.0
442,Hypermarket,Residential,No,Medium,2.1,288.8,7,4,436.0,108,,1101.9420019549307,2,285979.0
443,Convenience,Mall,No,Large,2.6,357.4,10,0,55.0,22,,1037.0989826818686,0,112808.0
444,Supermarket,Mall,Yes,Medium,5.2,262.5,5,3,138.0,39,24.67783593334104,1178.930658498313,0,195722.0
445,Kiosk,CBD,No,Medium,6.6,202.8,6,3,252.0,73,,984.25810080132,1,108527.0
446,Convenience,Mall,No,Medium,3.1,339.6,5,2,188.0,47,,1009.6015840467077,0,185989.0
447,Convenience,CBD,No,Medium,8.0,316.6,8,0,19.0,7,,1486.557285938959,1,100095.0
448,Convenience,Residential,Yes,Medium,3.5,298.5,8,1,130.0,34,35.906522721746626,343.93895277798697,0,83662.0
449,Supermarket,Street,Yes,Small,1.9,153.0,1,1,159.0,59,15.031778070399223,1052.2234297749796,1,96576.0
450,Kiosk,Mall,Yes,Medium,6.6,373.4,8,0,69.0,27,44.74765123758266,385.1938695337028,0,78650.0
451,Convenience,Mall,No,Small,6.5,161.1,3,1,445.0,121,,865.4194227339742,1,119658.0
452,Hypermarket,Mall,Yes,Medium,4.7,369.2,6,2,53.0,15,21.227961248155978,1498.7362706377953,1,154132.0
453,Supermarket,Street,No,Medium,1.0,154.6,3,1,301.0,111,,,0,132878.0
454,Hypermarket,Mall,Yes,Small,4.7,107.1,4,2,74.0,21,92.61444724461798,1493.5307028783102,1,110911.0
455,Kiosk,CBD,No,Small,5.5,104.3,2,3,209.0,57,,726.7020248249612,0,59403.0
456,Convenience,Residential,Yes,Medium,1.1,201.8,5,2,728.0,205,67.50017436534658,428.7023416500381,2,122869.0
457,Supermarket,Mall,No,Large,10.7,288.0,6,0,293.0,85,,1817.2560863769177,1,405016.0
458,Kiosk,Residential,No,Small,7.6,93.2,2,1,130.0,45,,982.6734224262053,0,29309.0
459,Supermarket,Mall,No,Large,7.8,53.1,3,1,153.0,47,,1203.143918611046,0,399575.0
460,Convenience,Mall,No,Large,1.1,625.4,12,3,213.0,69,,1505.088249384271,0,408801.0
461,Supermarket,CBD,No,Small,1.2,76.6,3,2,301.0,82,,1149.5406969251014,0,133871.0
462,Kiosk,Street,Yes,Medium,1.2,207.3,5,2,145.0,29,54.51923254321268,584.7745563506046,0,69131.0
463,Convenience,Street,Yes,Medium,8.0,281.3,7,1,113.0,33,22.334788280804684,711.3069628195766,0,91547.0
464,Kiosk,Residential,Yes,Small,4.6,101.4,1,2,651.0,202,36.5030495189987,1727.173591906329,1,136901.0
465,Supermarket,CBD,Yes,Medium,1.7,309.8,6,2,58.0,21,14.75155059083277,1364.631322837156,3,235690.0
466,Hypermarket,Mall,No,Medium,3.6,38.0,1,2,35.0,11,,1008.2107239144552,2,103899.0
467,Supermarket,Mall,No,Large,11.0,378.1,7,3,249.0,80,,1639.3306807543636,1,394292.0
468,Supermarket,Street,No,Medium,10.4,162.0,7,1,425.0,133,,447.33793031512187,1,154936.0
469,Convenience,Mall,No,Small,4.1,123.2,1,1,121.0,28,,1354.9925864209038,0,66558.0
470,Supermarket,Street,No,Small,7.6,96.3,6,2,182.0,59,,683.4199917141216,0,124853.0
471,Supermarket,Street,Yes,Medium,8.5,299.6,9,2,95.0,32,4.690060833799937,1196.9508354687496,0,94850.0
472,Supermarket,Street,No,Large,6.5,448.2,11,4,203.0,66,,877.6300492489592,0,168477.0
473,Convenience,Street,Yes,Small,4.9,25.0,1,1,213.0,61,10.132938144188595,1014.2132310155815,1,91749.0
474,Supermarket,Residential,Yes,Small,3.4,106.4,6,1,202.0,47,46.32491343391329,393.62641358204166,0,72337.0
475,Supermarket,Residential,No,Large,5.0,540.5,11,2,349.0,114,,885.6768657089013,0,411265.0
476,Kiosk,Street,Yes,Medium,4.9,137.7,5,1,212.0,67,32.59975729480269,998.2208937528849,0,117178.0
477,Convenience,Street,No,Medium,1.1,195.7,8,1,162.0,49,,918.2230174265288,1,69117.0
478,Convenience,CBD,Yes,Small,2.0,85.5,1,1,130.0,42,7.973711708897481,1705.6874351291406,0,101780.0
479,Convenience,CBD,Yes,Large,3.0,163.4,3,2,223.0,70,2.0044787971177316,1404.36843468344,0,172202.0
480,Hypermarket,CBD,No,Small,2.7,102.9,5,2,38.0,18,,918.4533680988878,0,104712.0
481,Convenience,CBD,No,Medium,9.2,328.4,7,2,539.0,146,,739.0481375531026,1,276789.0
482,Supermarket,Street,Yes,Large,6.4,93.8,2,0,510.0,172,23.14857382844109,1419.3341803992796,0,216187.0
483,Kiosk,Mall,No,Medium,9.3,350.8,8,3,196.0,62,,1319.7274723275248,3,214446.0
484,Kiosk,Street,No,Medium,3.2,177.6,7,3,141.0,51,,396.796981587676,2,56860.0
485,Supermarket,Street,No,Medium,9.8,412.3,13,2,109.0,20,,1521.6701557448207,0,98062.0
486,Convenience,Residential,Yes,Small,0.9,90.9,2,0,245.0,60,73.08400339097552,,0,82031.0
487,Kiosk,Street,No,Medium,10.9,97.7,1,0,301.0,77,,,0,71418.0
488,Kiosk,Residential,Yes,Medium,2.6,207.7,5,3,116.0,35,73.15939360731223,1167.900156108688,0,91896.0
489,Supermarket,Street,No,Medium,5.6,227.1,6,2,168.0,58,,1077.7447144728317,1,107154.0
490,Convenience,Street,No,Large,6.8,260.7,5,1,135.0,47,,778.472873747007,1,101740.0
491,Kiosk,Mall,Yes,Medium,12.4,172.4,6,1,82.0,25,49.4453084376387,1566.6009253918746,1,71040.0
492,Supermarket,CBD,Yes,Small,6.3,116.1,5,0,299.0,89,59.58227262645759,792.2553642542367,0,133253.0
493,Hypermarket,CBD,Yes,Small,6.0,138.6,6,1,53.0,11,23.595148744857905,884.2910076074869,1,52069.0
494,Convenience,CBD,No,Small,3.0,175.6,4,1,68.0,16,,712.6536356406473,0,84152.0
495,Supermarket,Mall,Yes,Medium,3.2,265.7,4,0,96.0,25,22.973165908595508,1037.641596436913,0,144795.0
496,Kiosk,Street,No,Small,2.0,157.8,4,3,50.0,15,,835.6821347449869,2,42767.0
497,Supermarket,Residential,No,Small,3.1,184.9,8,2,115.0,32,,730.1002166705464,1,109376.0
498,Convenience,Street,No,Medium,0.5,303.0,6,3,87.0,24,,1417.4309009348938,2,112353.0
499,Convenience,Residential,No,Small,4.7,126.9,1,0,184.0,61,,876.928195604084,0,85740.0
500,Convenience,CBD,Yes,Medium,2.0,318.0,6,1,264.0,55,36.54583735995774,1230.9785586887078,1,163072.0
501,Convenience,Mall,No,Small,3.8,130.5,1,5,274.0,87,,604.5851823333179,1,124355.0
502,Convenience,CBD,No,Small,3.6,172.9,2,0,302.0,91,,520.7019636977767,0,64566.0
503,Supermarket,Residential,Yes,Large,2.6,437.3,9,0,96.0,30,44.93994716367715,632.2632440194859,2,178167.0
504,Convenience,CBD,Yes,Small,2.3,52.1,1,0,65.0,13,37.60999762607612,643.2381320254412,0,36759.0
505,Kiosk,Street,No,Medium,2.9,263.5,5,1,152.0,46,,1298.638837229913,0,101082.0
506,Convenience,Residential,No,Small,4.4,154.2,4,2,384.0,122,,628.9365050889207,2,122866.0
507,Convenience,Residential,No,Small,2.8,128.7,3,2,339.0,84,,1254.264016145641,2,135744.0
508,Convenience,Street,No,Medium,2.2,251.0,6,1,201.0,66,,1062.9102775441224,0,135815.0
