property_id,property_type,neighborhood,furnishing_status,property_age_years,size_sqm,num_bedrooms,num_bathrooms,distance_to_cbd_km,service_charge_kes,garage_size_sqm,security_rating,amenities_score,nearby_schools_count,monthly_rent_kes
236,Townhouse,Westlands,Fully Furnished,1.7,48.7,1,1,5.7,9475.0,10.6,2.0,73.6,0,40664.0
237,Apartment,South B,Fully Furnished,10.5,78.3,3,2,5.8,14240.0,,4.0,43.5,1,44561.0
238,Apartment,South B,Fully Furnished,13.2,127.8,3,2,4.7,23871.0,,4.0,46.2,0,93456.0
239,Maisonette,Karen,Semi-Furnished,18.3,135.1,5,4,10.5,20954.0,4.9,2.0,36.6,2,331291.0
240,Apartment,Westlands,Unfurnished,4.7,87.9,3,2,10.1,17567.0,,3.0,48.0,4,73384.0
241,Bungalow,Kilimani,Semi-Furnished,6.8,88.8,3,3,7.2,13449.0,23.2,3.0,43.0,2,60222.0
242,Studio,South B,Fully Furnished,14.9,71.6,2,2,7.6,13657.0,,5.0,56.4,9,42036.0
243,Townhouse,Ngong Road,Semi-Furnished,1.2,51.4,1,2,15.8,9086.0,23.6,3.0,43.0,3,28925.0
244,Bungalow,Westlands,Unfurnished,6.6,112.1,4,4,5.1,23142.0,15.7,4.0,60.1,1,191608.0
245,Townhouse,Ruaka,Unfurnished,10.1,108.4,3,3,11.3,14041.0,16.3,3.0,32.7,0,48441.0
246,Bungalow,Ruaka,Unfurnished,16.0,92.9,3,3,5.6,16819.0,8.3,3.0,63.4,2,67941.0
247,Apartment,Kilimani,Fully Furnished,3.6,82.7,2,2,22.9,10564.0,,,47.8,2,74964.0
248,Townhouse,Ngong Road,Unfurnished,8.0,101.6,3,4,14.5,18404.0,12.3,1.0,60.4,2,72761.0
249,Apartment,Kilimani,Semi-Furnished,2.5,62.2,1,1,8.0,4438.0,,3.0,88.0,5,69143.0
250,Bungalow,South B,Unfurnished,4.5,91.1,3,3,2.9,11988.0,17.6,3.0,68.6,3,79016.0
251,Apartment,Ruaka,Unfurnished,3.0,48.6,1,2,3.2,9945.0,,4.0,100.0,5,53600.0
252,Apartment,South B,Unfurnished,9.5,96.4,4,3,7.4,9628.0,,2.0,59.1,2,84152.0
253,Apartment,Ruaka,Fully Furnished,7.1,123.2,4,3,8.5,19208.0,,4.0,45.0,2,216196.0
254,Studio,Kilimani,Unfurnished,1.5,40.6,2,2,18.8,4414.0,,4.0,53.7,1,24376.0
255,Apartment,Kilimani,Fully Furnished,3.3,57.2,3,3,11.4,11687.0,,3.0,50.5,2,94851.0
256,Studio,South B,Unfurnished,1.0,126.9,4,3,5.9,27656.0,,3.0,20.4,3,72907.0
257,Studio,Ngong Road,Fully Furnished,14.9,70.3,2,1,2.4,10879.0,,5.0,46.4,0,26713.0
258,Apartment,Karen,Semi-Furnished,1.2,134.0,4,2,3.8,25189.0,,,45.4,4,289628.0
259,Studio,Ngong Road,Unfurnished,5.1,44.0,1,1,8.6,8181.0,,4.0,43.3,1,11235.0
260,Maisonette,Ngong Road,Semi-Furnished,7.8,87.0,3,2,25.2,11837.0,12.5,4.0,23.3,4,61271.0
261,Apartment,Ruaka,Unfurnished,4.4,76.7,3,3,5.1,13679.0,,4.0,51.8,4,99225.0
262,Apartment,Westlands,Semi-Furnished,17.0,135.6,4,3,20.3,18136.0,,4.0,28.8,1,156136.0
263,Apartment,Westlands,Semi-Furnished,5.0,95.9,4,4,19.0,22146.0,,4.0,44.3,0,69586.0
264,Apartment,Ruaka,Unfurnished,12.4,22.0,0,1,2.6,3043.0,,2.0,32.7,1,9128.0
265,Apartment,Ngong Road,Semi-Furnished,1.6,97.6,4,3,12.0,15327.0,,4.0,40.6,3,79522.0
266,Townhouse,Kilimani,Unfurnished,16.9,67.0,3,3,2.9,14053.0,17.7,4.0,37.5,1,40919.0
267,Studio,Ruaka,Unfurnished,3.7,25.2,0,1,5.3,4281.0,,2.0,60.6,2,9941.0
268,Apartment,Ngong Road,Fully Furnished,0.7,90.6,3,2,2.4,14565.0,,4.0,79.7,5,102767.0
269,Townhouse,South B,Unfurnished,6.9,22.0,0,1,9.9,5097.0,23.7,4.0,78.3,2,18022.0
270,Apartment,South B,Unfurnished,8.8,130.7,3,3,8.8,27728.0,,4.0,57.5,2,90422.0
271,Apartment,Westlands,Semi-Furnished,1.1,28.9,1,1,4.7,4026.0,,4.0,45.9,1,32051.0
272,Apartment,Kilimani,Semi-Furnished,1.9,77.4,3,4,8.4,18102.0,,,78.3,1,82155.0
273,Apartment,South B,Unfurnished,12.5,129.6,4,3,12.6,25143.0,,4.0,31.3,1,80251.0
274,Apartment,Ngong Road,Semi-Furnished,9.4,97.6,3,2,10.8,18885.0,,4.0,50.2,1,83811.0
275,Bungalow,Kilimani,Unfurnished,6.9,129.2,4,3,25.0,18569.0,13.1,3.0,38.6,0,88422.0
276,Maisonette,Kilimani,Unfurnished,0.7,82.0,2,2,18.2,14677.0,17.3,3.0,47.4,1,65719.0
277,Apartment,Kilimani,Unfurnished,4.4,103.1,4,3,1.4,16047.0,,3.0,55.2,1,95868.0
278,Townhouse,Ruaka,Semi-Furnished,3.3,146.8,5,4,7.6,30642.0,19.3,5.0,38.5,2,246949.0
279,Maisonette,Ruaka,Unfurnished,24.5,36.3,2,3,5.2,6518.0,19.4,3.0,28.4,2,30015.0
280,Townhouse,Karen,Semi-Furnished,12.4,28.0,1,1,9.0,7576.0,9.7,2.0,39.1,2,35263.0
281,Maisonette,Ngong Road,Semi-Furnished,16.6,69.1,2,2,17.3,16537.0,18.5,3.0,67.3,1,33869.0
282,Studio,South B,Unfurnished,8.0,31.1,2,1,9.5,4210.0,,5.0,37.4,1,13697.0
283,Apartment,Ruaka,Unfurnished,3.7,39.6,1,2,11.9,6597.0,,,52.2,3,25407.0
284,Apartment,Kilimani,Fully Furnished,10.6,103.7,4,3,7.2,17176.0,,4.0,55.9,5,152436.0
285,Apartment,Kilimani,Semi-Furnished,10.3,76.0,2,2,10.6,8397.0,,5.0,65.5,1,58625.0
286,Apartment,Karen,Fully Furnished,6.9,96.7,3,3,5.0,12023.0,,2.0,19.2,1,99955.0
287,Bungalow,Ngong Road,Semi-Furnished,5.9,119.1,4,4,7.9,22766.0,5.3,,29.8,2,171568.0
288,Apartment,South B,Fully Furnished,7.0,114.3,4,3,21.4,26194.0,,3.0,96.1,5,149511.0
289,Studio,Ngong Road,Unfurnished,10.5,91.1,2,2,2.6,16045.0,,3.0,63.9,2,39505.0
290,Apartment,Westlands,Unfurnished,5.9,121.4,5,4,6.4,22805.0,,4.0,73.3,1,187442.0
291,Apartment,Karen,Semi-Furnished,15.6,95.7,2,2,2.2,10916.0,,2.0,39.7,5,87648.0
292,Apartment,Karen,Unfurnished,26.1,151.0,5,4,3.4,32082.0,,3.0,36.1,2,201198.0
293,Maisonette,Westlands,Semi-Furnished,8.3,59.3,1,1,4.0,12936.0,13.7,5.0,74.2,3,62403.0
294,Maisonette,Ruaka,Unfurnished,8.1,35.9,1,1,8.1,5859.0,8.2,5.0,64.7,1,32244.0
295,Apartment,Kilimani,Semi-Furnished,9.2,63.3,3,3,7.7,10669.0,,3.0,69.2,4,71451.0
296,Apartment,Ruaka,Semi-Furnished,9.6,48.8,1,1,17.3,5815.0,,4.0,43.1,2,23994.0
297,Bungalow,Karen,Semi-Furnished,1.4,61.8,2,1,5.5,15588.0,15.0,1.0,64.6,1,62271.0
298,Apartment,Westlands,Fully Furnished,19.8,26.3,0,1,4.0,5442.0,,4.0,33.3,4,31965.0
299,Bungalow,Kilimani,Unfurnished,0.4,125.2,3,1,15.7,18081.0,9.5,5.0,6.6,3,93372.0
300,Apartment,Westlands,Fully Furnished,7.6,127.4,4,3,28.7,23808.0,,3.0,52.9,2,146103.0
301,Maisonette,Karen,Unfurnished,12.0,57.6,2,3,7.3,10852.0,8.9,4.0,74.5,1,68951.0
302,Bungalow,Westlands,Semi-Furnished,3.2,82.8,2,2,4.7,12809.0,0.0,4.0,90.1,2,119589.0
303,Apartment,Westlands,Unfurnished,3.0,94.2,3,3,4.9,17540.0,,4.0,69.9,2,75291.0
304,Apartment,Westlands,Semi-Furnished,3.9,83.3,4,3,1.5,16433.0,,3.0,67.3,4,179245.0
305,Apartment,Karen,Semi-Furnished,5.7,201.3,6,5,7.2,43070.0,,4.0,38.8,1,597481.0
306,Apartment,Westlands,Fully Furnished,5.6,122.0,4,3,17.9,19898.0,,5.0,26.3,2,163170.0
307,Maisonette,Kilimani,Unfurnished,2.3,98.4,4,3,2.1,11784.0,15.8,4.0,61.2,4,165346.0
308,Maisonette,Kilimani,Unfurnished,2.0,86.0,2,2,1.6,18824.0,9.5,2.0,35.2,1,84284.0
309,Studio,Karen,Unfurnished,6.1,38.8,1,1,1.5,5651.0,,3.0,57.1,7,38697.0
310,Apartment,South B,Fully Furnished,2.3,70.3,3,3,2.6,8135.0,,4.0,65.2,3,103218.0
311,Studio,Westlands,Unfurnished,14.6,68.9,1,1,9.0,14034.0,,3.0,24.6,5,32048.0
312,Maisonette,Westlands,Unfurnished,3.7,107.6,3,2,5.8,22905.0,19.0,3.0,74.6,2,160704.0
313,Studio,Ruaka,Fully Furnished,17.4,104.0,2,2,11.6,16701.0,,4.0,47.7,1,53456.0
314,Apartment,Westlands,Unfurnished,7.2,109.8,3,2,6.2,15880.0,,4.0,66.7,2,113119.0
315,Apartment,Karen,Semi-Furnished,9.0,82.6,3,2,16.0,18393.0,,5.0,41.9,4,63565.0
316,Apartment,Ngong Road,Fully Furnished,3.1,82.8,3,3,7.9,17807.0,,5.0,39.0,3,74077.0
317,Maisonette,Karen,Semi-Furnished,6.3,22.0,1,1,3.1,4292.0,19.5,5.0,82.3,3,41062.0
318,Studio,Westlands,Unfurnished,8.5,127.7,4,3,2.1,28685.0,,3.0,73.8,2,89988.0
319,Bungalow,Westlands,Fully Furnished,6.7,148.9,4,3,4.6,24532.0,12.6,4.0,66.8,1,324530.0
320,Bungalow,Ruaka,Unfurnished,6.3,22.0,1,1,9.7,3865.0,20.7,2.0,36.5,3,22295.0
321,Apartment,Ngong Road,Unfurnished,5.1,69.0,3,2,2.4,11688.0,,5.0,73.5,0,41656.0
322,Studio,Ruaka,Semi-Furnished,14.6,47.6,1,1,12.5,10041.0,,4.0,58.3,0,16225.0
323,Studio,South B,Unfurnished,5.8,101.2,3,3,8.6,22935.0,,3.0,85.8,4,78869.0
324,Studio,Kilimani,Unfurnished,6.9,102.6,4,3,17.2,21298.0,,4.0,79.7,2,88341.0
325,Townhouse,Ngong Road,Fully Furnished,2.0,75.6,3,2,6.4,7020.0,18.3,3.0,6.2,3,84203.0
326,Apartment,Karen,Unfurnished,10.5,43.4,1,1,2.4,8097.0,,2.0,49.1,4,48379.0
327,Townhouse,Ngong Road,Semi-Furnished,14.9,41.5,1,1,9.7,11028.0,21.9,4.0,89.2,1,21335.0
328,Studio,Ngong Road,Semi-Furnished,6.5,46.6,1,1,4.4,6586.0,,3.0,94.7,2,30147.0
329,Studio,Ruaka,Unfurnished,13.0,56.2,1,1,1.5,11824.0,,,75.6,1,20970.0
330,Maisonette,Ngong Road,Fully Furnished,5.7,57.0,1,1,7.3,14002.0,9.4,3.0,2.4,2,48193.0
331,Studio,Kilimani,Semi-Furnished,7.7,40.2,1,1,9.8,8056.0,,3.0,63.4,2,19820.0
332,Apartment,Ngong Road,Semi-Furnished,5.7,80.0,2,2,9.4,14651.0,,,62.9,1,44637.0
333,Bungalow,Kilimani,Unfurnished,2.6,71.8,2,1,18.0,16929.0,17.5,4.0,96.8,3,49028.0
334,Apartment,Kilimani,Unfurnished,5.9,78.0,2,2,12.7,14134.0,,4.0,49.5,0,59779.0
335,Townhouse,Westlands,Semi-Furnished,11.5,83.8,3,2,14.1,16083.0,10.3,2.0,65.2,0,77758.0
336,Apartment,Karen,Unfurnished,4.6,93.4,4,3,4.2,14540.0,,5.0,100.0,3,206244.0
337,Townhouse,Ruaka,Semi-Furnished,4.5,78.0,2,2,7.5,14532.0,5.4,4.0,100.0,1,51334.0
338,Studio,Kilimani,Semi-Furnished,1.3,91.7,2,2,12.8,12722.0,,3.0,68.3,1,52307.0
339,Maisonette,Ruaka,Unfurnished,8.0,73.6,2,2,2.0,11109.0,10.5,4.0,40.7,2,60513.0
340,Studio,Kilimani,Unfurnished,7.1,64.6,3,3,8.5,12932.0,,4.0,35.1,1,29789.0
341,Apartment,Ngong Road,Unfurnished,0.8,96.9,2,2,22.6,17017.0,,2.0,24.0,0,23197.0
342,Townhouse,Ngong Road,Unfurnished,9.7,56.5,1,1,13.5,9701.0,17.4,3.0,64.3,3,40161.0
343,Bungalow,Karen,Semi-Furnished,2.3,134.4,5,4,5.6,18347.0,24.7,5.0,75.8,3,286743.0
344,Studio,Westlands,Fully Furnished,2.1,53.5,2,1,10.0,10174.0,,3.0,83.5,2,48276.0
345,Townhouse,Karen,Unfurnished,10.0,82.2,3,3,8.1,20232.0,21.6,3.0,70.8,0,59173.0
346,Bungalow,Ngong Road,Fully Furnished,9.0,110.2,3,3,31.6,21602.0,10.2,4.0,39.8,3,75164.0
347,Studio,South B,Unfurnished,7.8,102.1,4,4,3.6,16547.0,,,88.1,3,71145.0
348,Apartment,South B,Fully Furnished,13.4,110.4,3,3,14.6,20118.0,,4.0,94.7,2,90458.0
349,Apartment,South B,Semi-Furnished,12.2,48.4,2,3,6.5,6999.0,,5.0,57.5,4,30767.0
350,Maisonette,Ngong Road,Unfurnished,6.8,77.2,3,2,26.4,17039.0,20.8,5.0,34.1,2,48231.0
351,Apartment,Kilimani,Unfurnished,24.5,33.2,2,3,13.6,5845.0,,5.0,67.2,3,28672.0
352,Studio,Ngong Road,Unfurnished,5.3,61.0,2,2,14.4,9192.0,,3.0,100.0,1,26499.0
353,Bungalow,Westlands,Fully Furnished,5.3,88.5,2,2,14.2,22247.0,20.2,3.0,53.2,2,121291.0
354,Studio,Kilimani,Unfurnished,7.7,125.2,4,3,7.6,24816.0,,4.0,78.7,1,76951.0
355,Apartment,Westlands,Unfurnished,2.1,114.7,3,2,11.9,18309.0,,3.0,14.3,2,77806.0
356,Apartment,Kilimani,Unfurnished,9.4,119.5,3,3,6.1,22053.0,,4.0,40.9,5,206642.0
357,Maisonette,South B,Fully Furnished,8.0,102.1,4,3,4.8,18628.0,18.6,4.0,84.7,2,129936.0
358,Apartment,South B,Semi-Furnished,6.2,105.2,3,3,16.2,19829.0,,5.0,29.6,2,65406.0
359,Studio,Karen,Unfurnished,9.8,68.8,2,2,10.1,13785.0,,4.0,45.2,2,35281.0
360,Apartment,Ngong Road,Unfurnished,4.5,121.3,4,4,1.9,21426.0,,3.0,47.1,0,85392.0
361,Apartment,Westlands,Fully Furnished,3.8,123.6,4,3,14.8,27201.0,,4.0,64.7,2,161383.0
362,Maisonette,Ruaka,Unfurnished,4.3,76.6,1,1,13.7,14023.0,13.8,3.0,76.5,1,30847.0
363,Townhouse,Ruaka,Semi-Furnished,3.4,70.5,3,3,4.1,10246.0,6.7,3.0,25.9,1,41327.0
364,Apartment,Karen,Semi-Furnished,10.6,75.1,3,3,4.6,13949.0,,3.0,51.3,1,77117.0
365,Apartment,Kilimani,Unfurnished,2.9,47.1,2,1,0.7,4849.0,,4.0,59.5,1,32873.0
366,Bungalow,South B,Semi-Furnished,6.2,113.2,4,3,7.2,24101.0,12.1,4.0,76.2,1,137417.0
367,Apartment,Westlands,Unfurnished,1.3,72.3,2,3,16.1,15002.0,,4.0,50.1,1,42056.0
368,Townhouse,Kilimani,Fully Furnished,10.9,44.9,1,1,3.4,9313.0,12.9,4.0,43.9,1,40031.0
369,Apartment,Westlands,Unfurnished,2.3,55.5,1,2,13.3,8086.0,,5.0,25.3,4,30590.0
370,Apartment,Karen,Semi-Furnished,11.2,113.4,3,2,12.8,22112.0,,,33.6,0,86634.0
371,Maisonette,South B,Unfurnished,1.5,149.9,5,4,5.9,25177.0,18.1,5.0,18.7,4,243167.0
372,Bungalow,Ruaka,Unfurnished,6.8,39.4,1,1,5.5,9224.0,13.7,4.0,32.0,3,23979.0
373,Townhouse,Ngong Road,Unfurnished,3.2,28.0,1,2,11.4,4635.0,16.5,,39.8,4,25121.0
374,Apartment,Ruaka,Semi-Furnished,7.2,22.0,0,1,3.6,5933.0,,3.0,25.4,1,18063.0
375,Apartment,Westlands,Semi-Furnished,4.9,99.7,3,2,17.8,20497.0,,4.0,62.9,0,80201.0
376,Apartment,Ngong Road,Fully Furnished,3.8,118.4,3,2,12.2,24328.0,,4.0,76.4,2,91365.0
377,Townhouse,Kilimani,Unfurnished,1.1,90.0,3,3,7.6,16249.0,13.4,4.0,46.2,5,163978.0
378,Studio,Kilimani,Unfurnished,3.6,77.1,3,3,7.4,14357.0,,3.0,31.3,5,51029.0
379,Studio,South B,Unfurnished,0.5,56.9,2,2,10.2,9991.0,,2.0,44.3,1,28454.0
380,Apartment,Westlands,Unfurnished,12.3,76.7,2,2,7.4,11973.0,,4.0,13.5,2,74176.0
381,Apartment,Ngong Road,Semi-Furnished,10.2,59.4,2,3,11.6,10986.0,,3.0,54.2,1,44127.0
382,Apartment,Kilimani,Unfurnished,2.9,62.3,2,3,14.5,11405.0,,2.0,88.6,0,52559.0
383,Maisonette,Kilimani,Semi-Furnished,13.3,76.9,2,2,3.8,12321.0,13.8,4.0,40.9,5,78682.0
384,Apartment,Westlands,Fully Furnished,14.1,75.2,3,3,1.9,11172.0,,3.0,38.4,1,98049.0
385,Maisonette,South B,Unfurnished,4.3,98.3,3,3,5.2,18056.0,20.2,5.0,56.4,2,77201.0
386,Studio,Ngong Road,Fully Furnished,7.3,94.7,2,3,11.2,20550.0,,4.0,35.0,4,59852.0
387,Apartment,Westlands,Unfurnished,2.2,63.4,2,2,6.8,12273.0,,3.0,52.2,2,53087.0
388,Apartment,Westlands,Unfurnished,15.9,52.8,1,1,8.1,9421.0,,3.0,30.8,0,28959.0
389,Apartment,South B,Unfurnished,8.8,80.1,3,2,16.5,13356.0,,3.0,36.9,2,63592.0
390,Maisonette,Ruaka,Unfurnished,6.2,73.9,2,2,8.5,19084.0,15.9,3.0,20.8,1,32613.0
391,Bungalow,Ruaka,Unfurnished,2.3,87.9,3,3,4.7,11936.0,6.7,5.0,31.2,1,110923.0
392,Maisonette,South B,Unfurnished,2.8,156.8,5,4,3.7,29982.0,14.0,4.0,48.7,3,292100.0
393,Studio,Ruaka,Unfurnished,2.2,81.7,3,2,7.6,11305.0,,5.0,36.3,5,54994.0
394,Apartment,Kilimani,Unfurnished,2.6,154.2,5,4,2.7,27631.0,,3.0,58.5,3,195812.0
395,Maisonette,Kilimani,Semi-Furnished,10.2,58.5,2,2,8.4,12976.0,2.3,4.0,17.0,3,47527.0
396,Townhouse,Karen,Semi-Furnished,8.5,81.6,3,2,4.1,9814.0,12.9,4.0,83.8,1,90558.0
397,Apartment,Kilimani,Semi-Furnished,3.0,40.3,2,3,4.9,10189.0,,2.0,17.1,2,34560.0
398,Apartment,Westlands,Unfurnished,15.7,62.7,2,2,7.8,13308.0,,3.0,67.1,2,48510.0
399,Townhouse,Karen,Unfurnished,8.8,66.7,2,2,12.9,9769.0,25.3,2.0,44.5,1,75330.0
400,Bungalow,Ngong Road,Unfurnished,3.2,71.1,3,3,11.8,14033.0,11.3,4.0,45.5,2,56358.0
401,Apartment,Ruaka,Unfurnished,3.3,93.4,4,3,6.7,17520.0,,3.0,40.5,1,76288.0
402,Apartment,Kilimani,Semi-Furnished,7.9,81.1,2,1,6.2,13478.0,,4.0,9.3,0,45209.0
403,Apartment,Karen,Semi-Furnished,16.5,53.6,1,1,20.7,13136.0,,2.0,34.6,2,23715.0
404,Townhouse,Karen,Unfurnished,7.3,59.4,2,2,3.4,9769.0,0.0,5.0,68.3,6,142866.0
405,Maisonette,South B,Unfurnished,3.5,94.4,3,3,10.2,18398.0,12.8,5.0,38.5,1,57249.0
406,Apartment,South B,Unfurnished,0.8,55.1,1,1,11.6,10116.0,,5.0,41.6,2,36547.0
407,Bungalow,Westlands,Fully Furnished,6.3,56.9,1,1,15.1,5919.0,17.2,3.0,48.1,2,41241.0
408,Apartment,Ngong Road,Unfurnished,4.2,103.3,2,2,15.2,20508.0,,3.0,100.0,2,68534.0
409,Apartment,Karen,Semi-Furnished,3.3,96.6,3,2,2.9,14350.0,,3.0,55.1,1,156936.0
410,Studio,Kilimani,Semi-Furnished,13.0,99.1,4,2,8.1,20820.0,,2.0,38.3,2,65068.0
411,Apartment,Karen,Unfurnished,3.2,38.2,1,1,9.1,7585.0,,2.0,41.4,0,26752.0
412,Bungalow,Kilimani,Semi-Furnished,5.0,85.6,2,2,8.0,20392.0,10.4,3.0,66.7,3,71983.0
413,Apartment,Ruaka,Unfurnished,11.8,38.2,2,1,4.7,4094.0,,3.0,42.3,3,27586.0
414,Apartment,South B,Unfurnished,3.2,97.9,2,3,6.2,17733.0,,4.0,90.8,1,67312.0
415,Apartment,Ruaka,Unfurnished,5.7,107.2,3,4,22.4,17370.0,,3.0,77.2,2,87920.0
416,Apartment,Westlands,Semi-Furnished,1.0,22.0,0,1,8.1,1000.0,,4.0,81.1,4,33347.0
417,Maisonette,Westlands,Unfurnished,19.8,87.4,4,4,13.1,13852.0,17.7,2.0,46.8,0,87315.0
418,Maisonette,Kilimani,Unfurnished,3.6,105.1,4,3,4.3,14055.0,19.2,2.0,88.8,4,138268.0
419,Bungalow,Westlands,Unfurnished,6.2,127.9,4,2,2.2,18650.0,10.1,2.0,50.8,3,132094.0
420,Maisonette,Ruaka,Fully Furnished,18.0,83.3,3,3,5.0,20306.0,27.8,4.0,51.2,2,61722.0
421,Apartment,Kilimani,Unfurnished,8.1,33.9,1,2,7.9,9936.0,,5.0,46.9,1,30871.0
422,Apartment,South B,Unfurnished,9.9,31.9,1,1,16.2,2857.0,,4.0,37.4,3,15636.0
423,Studio,Karen,Unfurnished,10.5,107.0,3,3,1.5,21779.0,,,52.2,2,57401.0
424,Maisonette,Kilimani,Unfurnished,8.3,81.4,3,3,2.6,14295.0,22.9,4.0,67.5,3,107035.0
425,Bungalow,Westlands,Semi-Furnished,8.7,139.2,4,3,5.2,32410.0,15.5,3.0,60.1,1,287931.0
426,Apartment,Kilimani,Semi-Furnished,3.0,147.4,5,4,17.3,25935.0,,4.0,79.6,2,204226.0
427,Apartment,Westlands,Unfurnished,4.2,102.1,3,3,2.0,21709.0,,3.0,52.5,2,91602.0
428,Maisonette,Westlands,Unfurnished,5.8,70.4,1,2,4.6,12475.0,19.5,5.0,82.9,3,68652.0
429,Bungalow,Westlands,Fully Furnished,4.2,123.3,4,3,6.6,22274.0,22.6,4.0,52.5,5,262090.0
430,Maisonette,Kilimani,Unfurnished,3.9,126.5,4,4,7.2,20323.0,5.3,3.0,64.5,4,252028.0
431,Apartment,Ngong Road,Unfurnished,5.9,102.3,2,2,45.0,19738.0,,,62.8,2,26356.0
432,Maisonette,South B,Semi-Furnished,1.0,78.3,3,2,10.0,15822.0,13.8,4.0,48.2,2,49597.0
433,Apartment,Ruaka,Unfurnished,3.9,94.9,4,3,9.6,17908.0,,5.0,35.6,4,140781.0
434,Apartment,South B,Semi-Furnished,4.1,117.7,3,2,8.4,24062.0,,4.0,44.2,1,79925.0
435,Studio,Ruaka,Unfurnished,2.9,54.2,1,2,14.5,11147.0,,5.0,65.7,3,24887.0
436,Apartment,Ruaka,Fully Furnished,3.5,137.5,4,3,3.5,27115.0,,4.0,42.7,2,117929.0
437,Townhouse,Westlands,Semi-Furnished,1.8,48.2,2,1,6.1,9531.0,12.8,5.0,79.8,1,65766.0
438,Studio,Ruaka,Fully Furnished,17.0,62.0,2,2,3.6,6562.0,,4.0,28.4,1,32211.0
439,Apartment,Karen,Unfurnished,4.9,44.7,1,1,4.2,8742.0,,4.0,73.4,1,42662.0
440,Bungalow,South B,Unfurnished,7.3,22.0,1,1,8.8,2403.0,20.5,4.0,43.9,5,22337.0
441,Apartment,South B,Semi-Furnished,7.9,85.6,2,2,11.1,13206.0,,3.0,62.2,4,54754.0
442,Bungalow,South B,Unfurnished,6.1,97.1,3,3,8.1,15694.0,15.7,5.0,57.7,2,90211.0
443,Bungalow,Karen,Semi-Furnished,9.4,38.0,0,1,3.4,6245.0,12.7,4.0,56.7,2,21701.0
444,Townhouse,Kilimani,Unfurnished,2.2,55.7,2,2,2.5,9549.0,12.9,5.0,35.8,1,53746.0
445,Bungalow,Ngong Road,Semi-Furnished,10.6,74.3,4,3,6.4,10406.0,20.8,2.0,98.7,4,116880.0
446,Bungalow,Ruaka,Unfurnished,17.5,100.7,3,2,9.0,19462.0,8.9,1.0,44.9,3,79475.0
447,Townhouse,Ngong Road,Fully Furnished,6.3,51.7,1,1,6.5,5305.0,7.3,4.0,14.0,2,26585.0
448,Apartment,Kilimani,Unfurnished,10.7,56.1,1,1,6.6,9522.0,,3.0,35.4,4,33347.0
449,Apartment,Kilimani,Fully Furnished,0.2,106.1,3,3,7.3,17381.0,,3.0,33.3,0,92333.0
450,Maisonette,Ruaka,Semi-Furnished,3.9,40.9,2,2,6.2,10709.0,15.3,3.0,82.8,1,53705.0
451,Bungalow,Kilimani,Fully Furnished,9.5,79.6,3,3,2.0,10662.0,14.8,4.0,74.0,4,115088.0
452,Apartment,Ngong Road,Unfurnished,3.3,87.6,2,2,5.2,10910.0,,2.0,18.3,5,84214.0
453,Townhouse,Kilimani,Semi-Furnished,3.8,46.8,1,1,14.2,5695.0,8.1,5.0,32.7,3,51025.0
454,Townhouse,South B,Unfurnished,18.4,104.0,3,2,4.4,21052.0,11.3,4.0,33.6,2,71605.0
455,Townhouse,South B,Unfurnished,11.8,33.3,1,1,16.6,6158.0,13.0,3.0,44.9,1,11051.0
456,Bungalow,Ruaka,Fully Furnished,2.1,91.0,3,2,5.4,10290.0,13.8,5.0,31.5,4,94215.0
457,Maisonette,Ruaka,Unfurnished,8.5,138.7,4,4,11.4,30255.0,14.5,2.0,68.4,1,231027.0
458,Townhouse,South B,Unfurnished,4.2,121.6,4,3,5.4,21204.0,12.9,3.0,77.8,0,108199.0
459,Bungalow,Ngong Road,Semi-Furnished,1.2,128.5,4,3,10.0,25592.0,21.4,4.0,42.0,4,150718.0
460,Townhouse,Ngong Road,Semi-Furnished,1.4,69.5,2,1,7.7,13623.0,15.7,3.0,63.3,4,60845.0
461,Bungalow,Karen,Unfurnished,3.3,128.8,3,2,10.5,24372.0,18.1,4.0,35.1,1,133799.0
462,Apartment,Kilimani,Fully Furnished,3.3,159.5,4,4,6.5,27571.0,,5.0,34.5,4,251808.0
463,Studio,South B,Semi-Furnished,3.1,85.9,3,3,4.8,13154.0,,3.0,65.0,1,45406.0
464,Apartment,Westlands,Fully Furnished,3.4,99.7,1,1,4.8,24691.0,,4.0,60.6,1,79900.0
465,Townhouse,Karen,Fully Furnished,10.5,69.9,2,2,5.4,12803.0,10.7,3.0,48.5,1,72462.0
466,Apartment,Westlands,Unfurnished,2.5,156.8,4,4,2.1,24854.0,,3.0,63.5,1,251817.0
467,Apartment,Kilimani,Fully Furnished,13.6,74.2,3,2,8.0,14669.0,,3.0,81.7,0,94353.0
468,Apartment,Kilimani,Semi-Furnished,5.7,155.1,6,5,3.1,35217.0,,3.0,16.4,5,527158.0
469,Maisonette,South B,Unfurnished,8.3,78.9,2,3,22.1,9677.0,8.8,4.0,58.5,6,57902.0
470,Maisonette,Ruaka,Semi-Furnished,3.3,140.7,5,4,6.7,28439.0,20.7,3.0,75.1,6,398754.0
471,Maisonette,Kilimani,Semi-Furnished,6.5,22.3,0,1,6.4,3658.0,3.4,,41.6,1,24638.0
472,Townhouse,South B,Fully Furnished,2.4,108.4,4,4,7.6,21231.0,29.6,3.0,56.8,1,192898.0
