campaign_id,platform,campaign_objective,industry_sector,influencer_partnership,team_experience_level,campaign_duration_days,daily_budget_kes,total_campaign_spend_kes,target_audience_size,creative_count,avg_engagement_rate_pct,click_through_rate_pct,previous_campaign_success_score,influencer_fee_kes,campaign_roi_pct
203,TikTok,Consideration,Retail,No,Novice,23.0,5516.0,135217.0,82222.0,6,1.6047729151998558,1.4,44.5,,21.85
204,Facebook,Awareness,Retail,No,Expert,24.0,13145.0,311018.0,41048.0,4,0.05,0.39,49.1,,-15.26
205,Google Ads,Consideration,Education,No,Intermediate,13.0,9043.0,120169.0,125120.0,5,2.6570346476940525,2.45,42.2,,47.52
206,Email,Conversion,Retail,Yes,Expert,24.0,19998.0,454486.0,103688.0,8,4.180463678362628,2.58,71.9,37590.25691640488,34.29
207,TikTok,Awareness,Hospitality,No,Novice,18.0,5614.0,102767.0,18051.0,5,4.508185676858934,3.02,70.7,,4.1
208,Facebook,Conversion,Technology,Yes,Novice,33.0,7133.0,234912.0,22614.0,9,4.220007363701441,1.85,52.2,77531.15860739905,27.29
209,Google Ads,Conversion,Education,No,Intermediate,19.0,2762.0,51257.0,151347.0,3,0.05,0.73,32.4,,20.17
210,TikTok,Consideration,Finance,No,Expert,7.0,3914.0,25687.0,80665.0,5,3.688844293127218,2.29,97.8,,37.78
211,Email,Awareness,Finance,No,Expert,7.0,7409.0,54822.0,79037.0,5,2.375982396460232,0.68,37.6,,16.62
212,Facebook,Consideration,Finance,No,Intermediate,15.0,5449.0,81567.0,76998.0,6,2.2477655317346033,1.5,49.3,,5.53
213,Facebook,Consideration,Hospitality,No,Intermediate,20.0,14305.0,257778.0,42668.0,3,,0.98,45.8,,12.51
214,Facebook,Conversion,Finance,Yes,Novice,18.0,9748.0,187693.0,68762.0,10,5.238505798828877,3.18,52.5,20493.519158221945,37.2
215,Email,Consideration,Retail,No,Intermediate,32.0,6245.0,198930.0,62821.0,5,5.209364665474396,2.04,75.9,,49.47
216,Google Ads,Awareness,Hospitality,No,Intermediate,16.0,7723.0,124287.0,101037.0,4,4.3692902541815135,2.2,62.3,,23.57
217,Facebook,Awareness,Technology,No,Expert,5.0,7170.0,32950.0,37796.0,4,2.1842389944311327,1.84,33.4,,24.47
218,Facebook,Conversion,Hospitality,No,Novice,13.0,20948.0,265951.0,158786.0,8,2.8561079595798313,0.84,60.8,,-10.8
219,Google Ads,Consideration,Hospitality,Yes,Novice,13.0,2715.0,35077.0,52003.0,4,4.544542735984957,0.67,45.6,20458.91548060653,22.66
220,Facebook,Consideration,Finance,No,Expert,7.0,10367.0,68636.0,64818.0,6,0.5262548077759703,1.97,36.0,,-1.77
221,Facebook,Awareness,Finance,No,Expert,14.0,4121.0,56535.0,173312.0,3,3.850896256280146,1.33,63.9,,29.57
222,Google Ads,Awareness,Hospitality,No,Expert,4.0,23806.0,102129.0,119171.0,3,3.6704431921252594,2.15,38.4,,42.71
223,TikTok,Consideration,Hospitality,Yes,Expert,20.0,3134.0,64575.0,129429.0,7,4.073646376646604,2.92,68.8,23299.712733027445,29.76
224,Facebook,Conversion,Education,Yes,Expert,8.0,6482.0,48953.0,35433.0,4,2.495180658616874,1.5,66.6,55146.59841295507,31.07
225,Instagram,Conversion,Retail,Yes,Intermediate,4.0,9939.0,38182.0,55667.0,2,,1.75,77.5,32429.558548663845,48.61
226,Instagram,Awareness,Retail,No,Intermediate,9.0,19200.0,169557.0,110569.0,5,1.4174264351294124,3.18,6.1,,9.69
227,Email,Conversion,Education,No,Expert,13.0,9502.0,119400.0,112572.0,3,1.9864858708855362,1.61,68.3,,38.55
228,Google Ads,Awareness,Hospitality,No,Intermediate,26.0,1919.0,52923.0,218486.0,5,1.4046224780227636,0.62,76.1,,32.68
229,Google Ads,Conversion,Technology,No,Novice,12.0,7295.0,85495.0,94747.0,3,1.973377297970133,1.2,23.6,,0.31
230,Instagram,Conversion,Technology,No,Novice,11.0,3766.0,42817.0,181630.0,3,4.901093200944716,1.51,84.1,,43.74
231,Facebook,Awareness,Retail,Yes,Novice,3.0,7958.0,23513.0,141814.0,5,3.194033997279065,1.82,62.8,41668.556500980165,27.57
232,TikTok,Consideration,Hospitality,No,Intermediate,19.0,12727.0,243677.0,20137.0,8,3.022924841058735,1.88,88.3,,30.15
233,Facebook,Consideration,Education,No,Expert,10.0,1967.0,19943.0,48368.0,7,2.8999809022635628,3.02,43.9,,57.81
234,Google Ads,Consideration,Hospitality,No,Expert,17.0,17201.0,272422.0,12680.0,5,2.3425226285514293,1.92,58.3,,34.03
235,Email,Consideration,Hospitality,No,Intermediate,5.0,14078.0,65777.0,26431.0,7,1.9670408988724457,0.28,62.9,,8.28
236,Google Ads,Consideration,Finance,No,Expert,13.0,1225.0,16977.0,47035.0,3,2.2993240073905614,1.25,81.1,,-54.55
237,Google Ads,Conversion,Education,Yes,Expert,27.0,6082.0,170975.0,91173.0,6,6.681485833480141,2.61,54.0,67286.58387725956,74.65
238,TikTok,Conversion,Hospitality,No,Novice,9.0,17864.0,159132.0,138781.0,4,,1.57,58.6,,10.52
239,Instagram,Consideration,Retail,No,Novice,8.0,2682.0,20851.0,22372.0,5,1.1611860074580629,1.59,15.1,,-1.53
240,Google Ads,Consideration,Retail,No,Novice,24.0,4516.0,104565.0,86015.0,7,1.1180654616491341,2.49,85.1,,2.61
241,Facebook,Conversion,Hospitality,Yes,Intermediate,16.0,3483.0,56228.0,87907.0,6,3.2361073791040638,2.65,49.4,21425.080310281082,52.5
242,Email,Awareness,Finance,Yes,Novice,24.0,14043.0,366192.0,96585.0,5,6.839845112887732,0.86,70.4,61574.43883441335,40.66
243,TikTok,Conversion,Finance,No,Intermediate,7.0,2623.0,18526.0,16822.0,6,3.6410094084083813,1.23,44.4,,34.45
244,TikTok,Consideration,Finance,No,Intermediate,12.0,3863.0,47468.0,118585.0,4,4.794004573334931,2.52,43.1,,9.66
245,Instagram,Conversion,Education,No,Novice,16.0,8409.0,131090.0,140758.0,8,0.05,2.25,70.5,,26.71
246,Facebook,Consideration,Hospitality,No,Expert,18.0,7788.0,144966.0,227148.0,7,2.014908423645913,1.31,69.0,,14.22
247,Facebook,Conversion,Hospitality,Yes,Intermediate,11.0,10591.0,116226.0,119786.0,7,2.4388232457956045,1.45,67.2,16927.033975700408,14.02
248,Email,Consideration,Finance,No,Intermediate,10.0,13064.0,124127.0,51047.0,9,7.188429635340372,1.77,44.9,,45.87
249,Instagram,Consideration,Finance,No,Intermediate,7.0,3208.0,21984.0,76629.0,8,1.8081864960837377,2.04,47.4,,17.25
250,TikTok,Awareness,Technology,No,Intermediate,10.0,3257.0,35442.0,48835.0,3,3.769784077568221,0.75,77.1,,20.14
251,Instagram,Conversion,Finance,No,Expert,7.0,3635.0,24538.0,72051.0,6,1.2334625906880405,2.63,56.7,,52.14
252,Instagram,Consideration,Retail,No,Expert,17.0,6338.0,99665.0,204161.0,5,7.308665744709436,2.68,71.8,,44.27
253,Instagram,Conversion,Hospitality,Yes,Novice,17.0,3980.0,69398.0,164666.0,4,5.516336536224545,2.4,91.5,27991.781975177433,56.08
254,Instagram,Conversion,Education,Yes,Intermediate,4.0,9361.0,42644.0,24770.0,4,4.535432053424404,2.89,23.1,53536.82753507492,47.65
255,Google Ads,Consideration,Hospitality,Yes,Intermediate,27.0,2671.0,73225.0,113779.0,3,0.05,1.08,67.8,49533.191524658956,15.47
256,Google Ads,Awareness,Finance,No,Expert,7.0,4445.0,33414.0,186125.0,6,5.309172765894456,3.08,48.3,,41.14
257,Google Ads,Consideration,Hospitality,No,Intermediate,19.0,5620.0,104341.0,2736.0,4,2.768328582666523,2.11,34.4,,18.02
258,TikTok,Conversion,Retail,No,Novice,6.0,7421.0,41146.0,27277.0,7,4.275663792818939,0.76,75.8,,61.65
259,Google Ads,Consideration,Retail,No,Expert,7.0,7653.0,52023.0,101571.0,5,1.755513197854682,1.72,83.0,,28.56
260,Email,Consideration,Hospitality,No,Intermediate,15.0,7971.0,123534.0,46869.0,8,3.335585577872073,0.97,71.5,,23.53
261,Facebook,Conversion,Hospitality,No,Novice,17.0,984.0,16750.0,182241.0,2,3.7350969300610664,1.8,62.7,,57.12
262,Google Ads,Awareness,Education,No,Novice,23.0,12003.0,298139.0,61513.0,7,2.0280657761139644,2.6,57.7,,34.27
263,TikTok,Conversion,Finance,No,Intermediate,27.0,4530.0,114798.0,39490.0,4,0.18803278191937123,1.52,52.9,,20.68
264,Instagram,Consideration,Retail,Yes,Intermediate,15.0,3887.0,57609.0,199252.0,7,4.599584976152935,1.6,38.2,60146.979450486615,44.21
265,TikTok,Consideration,Retail,Yes,Expert,21.0,5327.0,106059.0,107947.0,7,0.6141079942065839,0.38,47.9,20698.760777529114,-7.15
266,Facebook,Consideration,Retail,Yes,Intermediate,12.0,8432.0,105002.0,171632.0,3,,0.2,57.9,54187.25416789723,10.25
267,Google Ads,Consideration,Technology,No,Intermediate,3.0,6242.0,19124.0,3722.0,5,4.852625882602332,1.68,75.7,,64.85
268,Facebook,Conversion,Retail,No,Expert,11.0,13195.0,146065.0,180107.0,3,3.3141631611074223,1.02,83.1,,23.33
269,Google Ads,Consideration,Retail,Yes,Expert,10.0,5267.0,56575.0,113128.0,7,,2.07,26.5,64746.35671138118,47.05
270,Google Ads,Consideration,Hospitality,No,Intermediate,34.0,2269.0,76021.0,209836.0,3,1.2204958555321899,0.99,35.0,,4.41
271,TikTok,Awareness,Hospitality,Yes,Expert,13.0,1381.0,17778.0,51311.0,9,4.146093518504914,3.85,69.6,56604.151316920994,49.7
272,Google Ads,Awareness,Education,No,Expert,77.0,3706.0,281395.0,24375.0,4,1.9693525570614945,1.15,62.3,,-2.6
273,Facebook,Conversion,Hospitality,Yes,Intermediate,5.0,5967.0,29202.0,167135.0,2,4.358048805249313,2.15,54.3,14118.518320920866,18.88
274,Google Ads,Conversion,Education,No,Novice,22.0,12727.0,270706.0,78764.0,9,,2.92,66.2,,31.99
275,Google Ads,Awareness,Hospitality,Yes,Intermediate,13.0,11083.0,140034.0,83217.0,7,0.6719234733609736,3.8,73.6,45175.036494004504,39.32
276,Instagram,Conversion,Technology,No,Intermediate,6.0,6814.0,37895.0,86827.0,7,5.08325811176581,1.65,51.4,,33.56
277,Google Ads,Consideration,Hospitality,No,Intermediate,23.0,27496.0,644860.0,72918.0,2,1.6638325542291397,2.07,66.2,,11.67
278,Instagram,Awareness,Education,Yes,Novice,17.0,9124.0,153029.0,108652.0,5,,2.97,66.1,5473.979288906986,18.49
279,Google Ads,Awareness,Technology,No,Intermediate,25.0,4882.0,127472.0,42485.0,6,4.923316815571161,2.27,48.8,,63.08
280,Email,Consideration,Education,Yes,Novice,6.0,10792.0,69975.0,146097.0,7,5.947099832388784,0.58,73.3,26854.399314182858,29.68
281,Instagram,Conversion,Retail,Yes,Intermediate,9.0,11036.0,103195.0,61277.0,3,4.9804254522378315,0.92,93.7,55880.637189213776,26.8
282,Google Ads,Conversion,Technology,Yes,Intermediate,18.0,4611.0,76475.0,47664.0,7,4.173268403770146,3.13,21.1,13852.328264892336,51.25
283,Facebook,Conversion,Retail,No,Intermediate,18.0,8018.0,147254.0,95533.0,3,0.9249510089426307,2.22,33.9,,21.09
284,Facebook,Consideration,Hospitality,No,Intermediate,20.0,14223.0,252089.0,95653.0,2,2.3755831712678814,2.27,65.0,,25.23
285,TikTok,Awareness,Finance,Yes,Novice,10.0,8717.0,85487.0,26635.0,6,4.373241565435366,1.12,50.9,108761.46432763281,20.65
286,Email,Awareness,Hospitality,No,Novice,6.0,7134.0,42002.0,45452.0,6,0.5191848120967433,2.49,42.7,,-67.52
287,Instagram,Consideration,Hospitality,No,Intermediate,24.0,11598.0,300024.0,57959.0,8,1.7926073642943992,1.53,29.7,,0.45
288,Google Ads,Consideration,Retail,Yes,Novice,15.0,4986.0,75729.0,72346.0,6,4.427803781649715,1.63,67.3,18394.82004313492,39.0
289,TikTok,Awareness,Finance,Yes,Expert,16.0,16356.0,271885.0,138457.0,5,3.8599788019255556,1.59,70.1,50267.92760158942,38.6
290,Facebook,Conversion,Retail,No,Intermediate,16.0,8685.0,132134.0,102699.0,5,3.932713728313614,0.43,44.5,,11.0
291,Google Ads,Conversion,Finance,No,Intermediate,8.0,2293.0,17914.0,48239.0,4,2.4435666901756328,2.38,76.0,,49.1
292,Email,Conversion,Retail,No,Novice,19.0,15216.0,290302.0,140761.0,5,4.951377998053038,0.72,70.9,,4.09
293,Instagram,Consideration,Retail,No,Expert,12.0,11624.0,132250.0,119929.0,7,3.472834215975762,2.13,61.7,,36.82
294,Facebook,Conversion,Retail,No,Novice,18.0,12199.0,215154.0,426357.0,3,2.4132369618233818,2.17,69.3,,19.48
295,Instagram,Awareness,Technology,Yes,Expert,4.0,10863.0,38762.0,17642.0,4,0.3942367211819575,0.02,54.0,33633.55336950797,2.31
296,Google Ads,Conversion,Hospitality,No,Expert,13.0,1859.0,23761.0,66621.0,6,1.3080660579496817,2.15,61.6,,58.48
297,TikTok,Awareness,Hospitality,No,Expert,14.0,5144.0,70433.0,59801.0,7,3.3509535227529956,2.73,75.0,,28.72
298,Google Ads,Consideration,Technology,No,Expert,23.0,10203.0,244827.0,47027.0,3,0.9347767614214639,1.26,42.4,,14.29
299,Google Ads,Conversion,Retail,No,Intermediate,11.0,3358.0,41648.0,89972.0,8,5.55591722987886,1.66,51.5,,47.32
300,Facebook,Conversion,Finance,Yes,Novice,28.0,9664.0,258051.0,179673.0,8,1.2419763280656444,1.92,54.9,31293.88358333153,34.64
301,Google Ads,Consideration,Retail,Yes,Expert,5.0,8131.0,39114.0,120675.0,3,1.5435709362890877,1.64,67.2,14454.033610711309,49.05
302,Facebook,Consideration,Finance,No,Novice,4.0,14682.0,66232.0,93325.0,4,4.983230483359983,3.51,40.3,,43.07
303,Instagram,Awareness,Finance,No,Intermediate,20.0,5133.0,95261.0,51622.0,4,4.089964324156075,3.05,58.0,,41.62
304,Google Ads,Awareness,Hospitality,No,Intermediate,4.0,16203.0,63776.0,129653.0,5,3.4781693577189516,2.72,51.2,,28.77
305,Instagram,Conversion,Retail,No,Expert,16.0,8107.0,131573.0,35609.0,4,5.355452673619774,2.5,54.3,,48.72
306,Facebook,Conversion,Finance,No,Intermediate,12.0,5716.0,66374.0,235108.0,4,,2.55,39.6,,47.15
307,Facebook,Consideration,Technology,No,Intermediate,13.0,11131.0,145696.0,174952.0,5,3.8569339750748375,0.49,37.2,,17.17
308,Facebook,Conversion,Retail,No,Intermediate,12.0,4940.0,62246.0,100465.0,7,0.08615634951538098,2.32,63.7,,1.17
309,Google Ads,Awareness,Retail,No,Intermediate,4.0,1068.0,4358.0,102939.0,4,3.9985198258054178,2.11,36.1,,32.18
310,TikTok,Awareness,Hospitality,No,Expert,31.0,4538.0,132353.0,69793.0,7,2.2129177135166165,2.47,50.1,,36.28
311,Instagram,Conversion,Retail,No,Novice,42.0,3607.0,149302.0,52265.0,4,2.014731678931227,1.84,69.5,,5.69
312,Instagram,Conversion,Hospitality,No,Novice,46.0,582.0,26278.0,160641.0,6,2.2314459303058536,0.94,66.6,,25.16
313,Google Ads,Awareness,Technology,Yes,Intermediate,7.0,4457.0,30728.0,58902.0,6,5.711814698486604,0.75,100.0,42996.418033335605,46.3
314,Google Ads,Awareness,Finance,No,Intermediate,5.0,3373.0,17511.0,203584.0,9,4.0152847814829515,0.39,52.8,,32.29
315,Google Ads,Conversion,Education,No,Intermediate,16.0,4498.0,73694.0,35679.0,3,2.4159469570504273,1.82,49.1,,21.54
316,Google Ads,Awareness,Technology,No,Novice,9.0,6898.0,65826.0,40799.0,4,4.8683966753022005,0.74,81.9,,43.75
317,Facebook,Conversion,Technology,No,Intermediate,32.0,2433.0,82865.0,89681.0,7,3.3304607959180186,2.67,46.3,,44.96
318,Instagram,Consideration,Technology,No,Expert,5.0,758.0,3289.0,210557.0,5,2.856011889439932,1.31,39.6,,10.6
319,Google Ads,Awareness,Retail,Yes,Intermediate,17.0,14408.0,248219.0,97045.0,5,2.0603180667254444,2.49,42.1,33861.417775974165,28.65
320,Instagram,Consideration,Finance,No,Novice,12.0,7739.0,89858.0,205577.0,6,2.7532037710357353,1.16,51.5,,12.37
321,Google Ads,Consideration,Hospitality,Yes,Expert,6.0,8150.0,46501.0,87008.0,5,1.0526068091826946,1.48,66.7,35320.59070009712,30.91
322,Email,Awareness,Retail,No,Expert,24.0,9644.0,233280.0,20018.0,4,4.758108937922571,2.87,56.4,,28.46
323,TikTok,Consideration,Retail,Yes,Intermediate,11.0,14156.0,158394.0,150411.0,4,3.052519789157826,2.26,58.3,22342.30828717818,32.94
324,Instagram,Awareness,Retail,No,Novice,5.0,6214.0,30587.0,60640.0,6,2.66652101980533,1.98,78.7,,23.74
325,TikTok,Consideration,Hospitality,No,Expert,4.0,5668.0,22440.0,253524.0,5,6.01175392448443,2.12,67.7,,39.92
326,Instagram,Conversion,Finance,No,Expert,10.0,4367.0,43683.0,93087.0,4,2.5341641707314944,1.11,74.8,,8.67
327,Instagram,Awareness,Retail,Yes,Intermediate,16.0,5713.0,83002.0,223715.0,5,1.0234761833085595,1.93,44.0,18805.364940948253,21.38
328,Facebook,Consideration,Retail,No,Novice,7.0,1912.0,13423.0,139061.0,5,2.5303231843419827,1.15,46.0,,6.0
329,Google Ads,Conversion,Retail,No,Novice,5.0,5473.0,28136.0,198793.0,7,2.5854096637635116,1.8,62.8,,27.66
330,TikTok,Consideration,Technology,No,Intermediate,19.0,10656.0,193894.0,86848.0,6,3.095202708850611,2.39,51.5,,6.82
331,TikTok,Awareness,Retail,No,Intermediate,8.0,16305.0,135599.0,92989.0,2,3.4247749046144267,2.15,70.7,,37.15
332,Email,Awareness,Technology,Yes,Expert,17.0,3952.0,71603.0,132858.0,6,,2.19,66.1,171412.1101666861,36.37
333,Email,Awareness,Retail,Yes,Intermediate,17.0,10959.0,183345.0,190898.0,2,2.817914373533431,2.44,40.7,25779.018585575297,36.45
334,Facebook,Awareness,Finance,No,Intermediate,25.0,6926.0,163213.0,24839.0,4,5.010057196229497,0.33,48.5,,6.98
335,Facebook,Consideration,Retail,No,Expert,18.0,3709.0,69837.0,77795.0,6,4.506894143588806,2.11,66.8,,29.53
336,TikTok,Conversion,Finance,No,Expert,15.0,62369.0,919222.0,6405.0,1,5.103443104304574,3.15,81.7,,22.09
337,TikTok,Conversion,Retail,No,Intermediate,35.0,32260.0,1124408.0,105501.0,9,4.240326901184451,0.99,36.5,,-25.11
338,Facebook,Conversion,Retail,No,Intermediate,6.0,5351.0,31458.0,7550.0,5,3.2838655870038447,1.65,41.8,,44.72
339,Google Ads,Consideration,Finance,No,Novice,11.0,2169.0,24312.0,32107.0,8,2.538012762424631,2.58,53.0,,35.74
340,Google Ads,Consideration,Retail,No,Intermediate,4.0,8876.0,38581.0,201313.0,6,2.558442773795925,1.37,68.2,,12.3
341,Google Ads,Awareness,Education,No,Novice,15.0,17590.0,258888.0,113045.0,7,2.3107715669546627,2.19,13.9,,7.07
342,Facebook,Awareness,Finance,No,Novice,3.0,1675.0,5124.0,106004.0,8,1.2476958004878247,3.58,60.7,,31.84
343,Google Ads,Consideration,Retail,Yes,Intermediate,4.0,3495.0,14061.0,58301.0,6,2.1460495748289508,1.67,49.6,71936.92043721462,21.4
344,Facebook,Consideration,Hospitality,Yes,Expert,23.0,2195.0,56307.0,60820.0,7,2.413337577545958,2.47,58.4,14612.747188473882,36.54
345,Instagram,Consideration,Finance,No,Intermediate,12.0,13168.0,148267.0,173644.0,4,0.05,0.84,52.0,,20.45
346,Facebook,Awareness,Finance,No,Expert,24.0,5257.0,122897.0,103250.0,3,4.503209742675975,2.48,96.3,,46.27
347,Instagram,Consideration,Retail,Yes,Expert,10.0,10035.0,104811.0,44841.0,1,4.838778008408855,3.07,76.4,25971.114838364363,63.37
348,Facebook,Consideration,Education,Yes,Intermediate,13.0,5644.0,72678.0,155739.0,4,3.868148329490985,2.0,70.9,48995.17418962809,28.34
349,Email,Conversion,Finance,No,Intermediate,33.0,4775.0,160675.0,31094.0,5,3.4881634026679826,0.98,58.5,,23.76
350,TikTok,Consideration,Retail,Yes,Intermediate,27.0,4676.0,135457.0,56695.0,5,1.9778630060362319,1.91,48.0,22494.780835746085,20.11
351,Google Ads,Consideration,Finance,No,Novice,27.0,3722.0,97237.0,48678.0,8,1.798973005259021,2.13,57.6,,20.23
352,Facebook,Consideration,Education,No,Intermediate,5.0,16229.0,82394.0,20760.0,3,3.358506154500584,0.89,2.9,,7.0
353,Google Ads,Conversion,Technology,No,Novice,18.0,3341.0,61102.0,81781.0,4,3.6423455697619582,1.83,10.5,,35.63
354,Google Ads,Consideration,Technology,No,Expert,9.0,8823.0,79729.0,93618.0,3,,2.13,66.9,,31.16
355,Google Ads,Awareness,Hospitality,No,Intermediate,16.0,11930.0,189764.0,46009.0,2,3.013144845722446,1.68,57.0,,17.35
356,Email,Consideration,Hospitality,No,Intermediate,18.0,5610.0,102245.0,50299.0,6,5.490419455124851,1.77,74.7,,47.44
357,Email,Awareness,Retail,No,Novice,17.0,3607.0,63160.0,155202.0,7,4.1981004095447885,1.69,41.5,,17.87
358,Instagram,Awareness,Finance,No,Novice,26.0,2531.0,72890.0,91711.0,3,3.9312210994132286,1.82,72.4,,16.77
359,Google Ads,Awareness,Retail,No,Expert,13.0,2112.0,29081.0,62345.0,3,3.1527452819220416,0.02,63.3,,26.88
360,Instagram,Awareness,Hospitality,No,Expert,6.0,11011.0,62561.0,67641.0,7,2.7693766907511437,0.37,44.5,,14.82
361,Email,Consideration,Hospitality,Yes,Novice,14.0,5067.0,66206.0,3456.0,7,3.994853370882972,3.08,76.1,71614.5156031668,50.82
362,Email,Awareness,Retail,No,Intermediate,27.0,2277.0,57995.0,248290.0,7,3.836125964610598,1.68,51.3,,28.52
363,Google Ads,Awareness,Education,Yes,Novice,8.0,4947.0,36462.0,105833.0,4,3.456221281951629,4.39,62.0,75685.16984985536,66.33
364,TikTok,Consideration,Technology,Yes,Intermediate,16.0,4925.0,78962.0,51657.0,5,3.5940752137663243,2.3,39.5,78508.80163205006,49.2
365,Email,Awareness,Hospitality,No,Intermediate,40.0,19439.0,739626.0,118343.0,4,1.9216150849135119,2.33,46.3,,-10.37
366,Facebook,Consideration,Retail,No,Intermediate,9.0,4106.0,34635.0,158154.0,5,1.6040669667836562,0.51,45.6,,5.0
367,Instagram,Awareness,Retail,Yes,Intermediate,11.0,4397.0,47669.0,95905.0,7,4.1491201073674056,0.66,74.2,35146.662069558595,43.67
368,Facebook,Awareness,Finance,Yes,Intermediate,14.0,5122.0,74022.0,138701.0,5,2.474398100987053,1.36,74.6,24348.94913552996,18.11
369,Facebook,Awareness,Retail,No,Novice,24.0,6359.0,150614.0,213907.0,5,4.715421722685334,0.95,57.7,,15.62
370,Instagram,Awareness,Technology,No,Novice,10.0,10736.0,109411.0,242714.0,8,3.7942661009132554,0.74,37.3,,7.54
371,TikTok,Conversion,Retail,Yes,Intermediate,7.0,9150.0,68421.0,147403.0,7,1.7679188232689136,1.4,25.2,11875.024911477414,28.72
372,Facebook,Awareness,Hospitality,Yes,Novice,25.0,7430.0,198996.0,169852.0,7,2.5928803951103436,2.32,76.0,21674.945644967793,19.6
373,Facebook,Awareness,Technology,No,Novice,5.0,8224.0,43191.0,179838.0,7,3.831256723528672,1.42,53.0,,6.17
374,TikTok,Conversion,Retail,Yes,Novice,12.0,9718.0,113510.0,9399.0,8,3.8120401673731905,2.41,70.3,40379.17035537074,30.99
375,Facebook,Consideration,Hospitality,Yes,Intermediate,12.0,6607.0,83737.0,75735.0,4,2.9016526426231164,2.48,41.8,117842.15193775609,25.89
376,Google Ads,Consideration,Education,No,Novice,21.0,8264.0,183420.0,27840.0,5,3.7810147486228978,1.4,35.0,,12.2
377,Google Ads,Consideration,Technology,Yes,Expert,6.0,1091.0,6990.0,215525.0,6,2.510344034420256,1.75,65.9,130056.20067649714,55.45
378,Google Ads,Consideration,Retail,No,Novice,10.0,9741.0,97044.0,74647.0,3,4.702047574700117,4.57,66.4,,65.55
379,Google Ads,Conversion,Technology,No,Expert,3.0,6865.0,21098.0,109858.0,4,3.128652498691697,0.52,70.1,,35.18
380,Google Ads,Awareness,Technology,No,Novice,30.0,3635.0,109499.0,150547.0,3,2.554648282335646,1.04,55.8,,21.2
381,Google Ads,Consideration,Technology,No,Intermediate,21.0,6695.0,137472.0,143682.0,3,7.08428137075354,3.09,36.6,,55.53
382,TikTok,Consideration,Retail,No,Intermediate,15.0,4485.0,66593.0,74282.0,4,3.325629321693617,1.45,70.0,,24.96
383,Facebook,Conversion,Retail,No,Intermediate,3.0,11594.0,37196.0,92738.0,4,4.96862026760749,3.21,39.2,,27.27
384,TikTok,Consideration,Retail,No,Expert,10.0,3558.0,36746.0,304590.0,4,4.296277347962355,1.84,84.2,,21.93
385,TikTok,Conversion,Education,Yes,Intermediate,5.0,7313.0,33779.0,191179.0,8,2.23579819928395,1.46,36.8,30962.34365387437,24.62
386,TikTok,Conversion,Education,Yes,Novice,6.0,7532.0,46370.0,39896.0,7,5.910523706036816,1.7,57.8,29180.68142447549,49.18
387,Facebook,Consideration,Technology,Yes,Novice,7.0,6219.0,42360.0,105049.0,5,4.668715334449473,2.28,73.4,73653.22829946372,48.68
388,Facebook,Conversion,Hospitality,No,Intermediate,4.0,5627.0,19020.0,96656.0,7,2.5169592345232017,2.31,54.1,,44.87
389,TikTok,Consideration,Technology,No,Novice,4.0,862.0,2977.0,138666.0,4,2.4994413203921924,2.19,36.7,,15.56
390,Email,Awareness,Retail,Yes,Expert,22.0,14408.0,342938.0,47405.0,8,3.197549984510433,1.21,79.1,11357.789751899492,11.79
391,Facebook,Conversion,Retail,No,Expert,15.0,9078.0,141242.0,112065.0,6,5.179986954232657,1.75,60.5,,37.7
392,TikTok,Conversion,Hospitality,Yes,Intermediate,8.0,6399.0,47695.0,68430.0,5,3.1596105029341253,3.1,52.3,99449.14872968968,54.97
393,TikTok,Consideration,Retail,No,Expert,7.0,1476.0,10338.0,81544.0,6,5.870651802598636,1.63,65.5,,28.51
394,TikTok,Conversion,Hospitality,Yes,Intermediate,27.0,7207.0,202455.0,129839.0,6,3.5574661554412494,1.28,84.7,12216.938786735054,14.1
395,Google Ads,Awareness,Retail,No,Expert,14.0,4170.0,56893.0,115745.0,6,1.7885547997244113,1.99,57.2,,32.99
396,Google Ads,Conversion,Hospitality,Yes,Intermediate,18.0,7569.0,141351.0,31448.0,5,3.390102476472608,2.29,59.2,29266.54998600069,33.77
397,Google Ads,Conversion,Hospitality,No,Intermediate,6.0,4644.0,26431.0,203744.0,5,5.809230230609584,2.75,0.0,,40.24
398,Facebook,Conversion,Retail,No,Intermediate,6.0,13264.0,87242.0,51811.0,6,2.145768154659457,2.18,50.7,,58.41
399,Facebook,Conversion,Hospitality,Yes,Intermediate,45.0,5356.0,227539.0,156401.0,5,4.709849040775456,1.9,64.3,79160.38180806738,51.53
400,Google Ads,Consideration,Retail,No,Intermediate,11.0,3081.0,34011.0,153290.0,4,5.584114602144348,1.53,60.0,,44.67
401,Email,Conversion,Technology,No,Expert,23.0,23463.0,562990.0,80415.0,3,0.7513713142115259,1.18,63.8,,8.79
402,Google Ads,Awareness,Education,Yes,Novice,16.0,12480.0,206758.0,10782.0,4,2.2968294410698533,1.69,65.5,10022.089180737248,30.97
403,Facebook,Consideration,Hospitality,No,Intermediate,10.0,14813.0,150651.0,140847.0,6,3.224105390379646,2.22,72.5,,37.31
404,TikTok,Consideration,Finance,Yes,Novice,8.0,4882.0,38736.0,103090.0,3,1.866314365913862,3.8,59.4,57233.70128003042,35.83
405,Facebook,Awareness,Hospitality,No,Expert,17.0,1100.0,18036.0,160056.0,4,4.836080957696382,3.4,53.3,,24.29
